objID,ra_sdssdr5,dec_sdssdr5,ra_rosatsdssdr5,dec_rosatsdssdr5,distance,F_Halpha,EW_Halpha,s2n_Halpha,F_Hbeta,EW_Hbeta,s2n_Hbeta,F_oiii,EW_oiii,s2n_oiii,F_nii,EW_nii,s2n_nii,RASS,SDSS,umag,gmag,rmag,imag,zmag,St,z,CRate,Exp,HR1,HR2,L,FX,g0mag,FXcor,logLX,LogL2500,logL2keV,alpha,Comm,agn_type
587730846351360600,314.91071,-0.63222314,314.9107,-0.63219,0.0017160423164865,-999,-999,0,70.264,3.152,2.118,-994,-999,1.997,19.458,1.02,3.199,205939.0-003800,205938.57-003755.9,20.5,19.94,19.29,18.89,18.57,3,0.335,0.0538,392,0.98,0.68,30,6.84,19.66,21.52,44.97,29.07,26.43,1.01,BL?_radio,Other_AGN
587731172230628811,310.0322,-0.96486782,310.0322,-0.96486,0.00189028971525002,-999,-999,0,73.02,9.67,7.647,290.859,41.683,20.48,-999,-999,0,204004.5-005823,204007.72-005753.5,21.65,20.96,20.42,20.02,20.05,3,0.415,0.018,416,-1,0.01,9,2.31,20.73,7.4,44.74,28.85,26.2,1.02,Sy1.5,BL_Seyfert
587731173842878762,313.7369,0.26049142,313.7369,0.26047,0.0015499861895568,78.174,1.686,6.378,76.687,1.526,4.375,58.878,1.237,4.205,113.756,2.44,9.874,205456.9+001533,205456.85+001537.7,19.49,18.75,18.04,17.69,17.34,3,0.151,0.1079,430,0.78,0.2,106,13.87,18.45,44.72,44.47,28.81,25.94,1.1,BL?_radio,Other_AGN
587731174917145364,314.98555,1.237799,314.9855,1.23778,0.00246180135292877,130.026,9.865,23.655,37.893,2.92,6.94,212.565,17.078,23.789,176.168,13.295,22.925,205954.1+011338,205956.52+011416.0,22.03,20.57,19.53,18.93,18.58,3,0.16,0.03,413,0.38,0.33,11,3.89,20.27,12.83,43.99,28.13,25.45,1.03,Sy2?,NL_Seyfert
587731185133748259,8.1591686,-1.009781,8.15912,-1.00981,0.00281719072070011,1431.622,46.075,36.088,404.99,10.307,25.363,442.497,12.011,85.196,835.612,26.754,24.738,003238.2-010056,003238.19-010035.3,18.48,17.93,17.71,17.32,17.1,3,0.092,0.0688,625,-0.1,0.46,33,6.53,17.85,15.37,43.54,28.59,25,1.38,Sy1.5,BL_Seyfert
587731186192023581,332.78476,-0.05069933,332.7848,-0.05069,0.000733928938759249,-994,-999,2.006,88.791,3.207,4.735,-999,-999,0.971,-999,-999,0.123,221108.1-000315,221108.34-000302.5,19.63,19.23,18.8,18.53,18.22,3,0.362,0.1245,277,0.36,-0.15,84,14.46,19,40.26,45.32,29.41,26.79,1.01,zunc_radio_FBQSJ2211-0003,Other_AGN
587731186206769324,6.5349269,-0.096369892,6.53492,-0.09639,0.00100196311619088,594.364,40.403,24.815,132.632,8.53,14.109,392.823,26.588,23.784,452.053,30.568,25.642,002608.2-000544,002608.38-000547.0,20.73,19.57,18.81,18.32,17.93,3,0.107,0.0228,415,0.81,0.49,13,2.11,19.48,4.87,43.18,28.08,24.64,1.32,Sy2?_radio,NL_Seyfert
587731186738725056,355.27874,0.30926981,355.2787,0.30925,0.00131157674355693,1402.778,69.738,22.353,274.874,13.869,17.066,261.186,13.653,16.27,1176.86,58.199,21.54,234106.1+001836,234106.90+001833.3,21.23,20.4,19.61,19,18.73,3,0.277,0.1125,351,0.84,0.22,74,12,20.3,30.87,44.93,28.64,26.39,0.86,Sy2?_radio,NL_Seyfert
587731186738725056,355.27874,0.30926981,355.2787,0.30925,0.00131157674355693,1405.952,68.015,25.341,294.811,14.398,20.105,275.751,13.887,16.943,1177.72,56.674,24.909,234106.1+001836,234106.90+001833.3,21.23,20.4,19.61,19,18.73,3,0.277,0.1125,351,0.84,0.22,74,12,20.3,30.87,44.93,28.64,26.39,0.86,Sy2?_radio,NL_Seyfert
587731187272122392,347.33443,0.75651455,347.3344,0.75647,0.00210599643566942,960.308,9.083,6.946,189.534,1.811,9.372,953.142,9.561,55.395,1391.581,13.093,7.848,230921.5+004540,230920.26+004523.3,18.97,17.53,16.69,16.37,16.08,3,0.032,0.0908,339,0.82,0.32,62,10.2,17.37,27.46,42.82,27.84,24.28,1.37,-9999,Other_AGN
587731187281559582,8.927842,0.79306411,8.92783,0.79308,0.000675930873236733,-999,-999,0,112.961,6.72,17.978,180.832,11.294,15.64,-999,-999,0,003541.9+004747,003542.68+004735.1,20.25,19.65,18.88,18.46,18.4,3,0.149,0.0279,339,0.65,0.83,12,2.41,19.56,5.33,43.54,28.35,25,1.29,-9999,Other_AGN
587731187816333393,4.0743647,1.2561293,4.07429,1.25611,0.0015931733739056,238.464,11.001,14.166,41.527,2.028,5.033,331.768,16.863,22.758,236.984,10.875,16.562,001618.5+011528,001617.83+011522.0,21.06,19.67,18.69,18.18,17.88,3,0.217,0.0398,402,-0.13,-0.14,18,3.78,19.56,8.89,44.13,28.7,25.6,1.19,Sy1.8,BL_Seyfert
587731500797329555,158.20853,54.94912,158.2085,54.94911,0.000575088851299266,460.308,17.469,42.659,110.038,4.031,22.265,305.102,11.719,30.638,293.745,11.089,29.937,103249.3+545707,103250.04+545656.8,20.41,19.19,18.46,18.08,17.73,3,0.119,0.0887,612,-0.21,-0.11,63,5.09,19.16,8.26,43.51,28.3,24.97,1.28,Sy2?,NL_Seyfert
587731511539793980,36.534168,-0.88856541,36.53412,-0.88853,0.00251357766975902,1822.563,73.7,53.752,514.407,15.354,35.875,1184.097,38.033,87.314,887.107,35.686,33.442,022609.4-005323,022608.19-005318.7,18.8,18.37,18.15,17.71,17.62,3,0.106,0.0846,189,-0.52,-1,23,7.91,18.25,18.42,43.75,28.56,25.21,1.29,Sy1.5,BL_Seyfert
587731511539793980,36.534168,-0.88856541,36.53412,-0.88853,0.00251357766975902,1742.916,72.16,57.456,492.757,14.671,42.836,1306.659,42.202,98.51,784.81,32.324,33.043,022609.4-005323,022608.19-005318.7,18.8,18.37,18.15,17.71,17.62,3,0.106,0.0846,189,-0.52,-1,23,7.91,18.25,18.42,43.75,28.56,25.21,1.29,Sy1.5,BL_Seyfert
587731511539793980,36.534168,-0.88856541,36.53412,-0.88853,0.00251357766975902,1796.867,72.704,55.772,524.977,15.42,38.526,1326.653,42.286,79.519,859.603,34.6,33.253,022609.4-005323,022608.19-005318.7,18.8,18.37,18.15,17.71,17.62,3,0.106,0.0846,189,-0.52,-1,23,7.91,18.25,18.42,43.75,28.56,25.21,1.29,Sy1.5,BL_Seyfert
587731511539793980,36.534168,-0.88856541,36.53412,-0.88853,0.00251357766975902,2038.288,73.285,53.795,599.988,15.78,39.49,1347.751,38.307,86.277,945.961,33.835,31.564,022609.4-005323,022608.19-005318.7,18.8,18.37,18.15,17.71,17.62,3,0.106,0.0846,189,-0.52,-1,23,7.91,18.25,18.42,43.75,28.56,25.21,1.29,Sy1.5,BL_Seyfert
587731511539793980,36.534168,-0.88856541,36.53412,-0.88853,0.00251357766975902,1742.983,71.125,54.786,477.638,14.649,38.46,1275.458,42.289,94.393,808.666,32.827,34.856,022609.4-005323,022608.19-005318.7,18.8,18.37,18.15,17.71,17.62,3,0.106,0.0846,189,-0.52,-1,23,7.91,18.25,18.42,43.75,28.56,25.21,1.29,Sy1.5,BL_Seyfert
587731511543988340,46.141491,-0.90129779,46.14146,-0.90128,0.00171865982879115,-999,-999,0,63.392,1.123,4.444,21.371,0.404,1.303,-999,-999,0,030433.0-005409,030433.95-005404.6,19.44,19.18,18.76,18.43,18.08,6,-9999,0.0559,201,0.57,0.8,21,6.95,18.87,21.07,-9999,-9999,-9999,1.14,zunc_radio_FBQSJ0304-0054,Other_AGN
587731512068866078,18.702821,-0.49613431,18.70279,-0.49611,0.00200653921042105,3128.207,40.182,39.262,706.363,8.403,25.384,973.646,12.222,49.293,2179.303,27.846,24.518,011448.8-002928,011448.67-002946.0,18.13,17.51,17.16,16.81,16.37,3,0.034,0.0184,414,1,1,8,1.9,17.39,4.78,42.12,27.89,23.58,1.65,Sy1.5,BL_Seyfert
587731512606261289,19.871094,-0.14435809,19.87108,-0.14436,0.00230716720536188,3117.719,97.48,20.968,869.495,20.618,19.01,514.143,12.999,17.613,1027.208,31.951,15,011929.1-000834,011929.06-000839.7,18.5,17.93,17.7,17.26,17.09,3,0.09,0.0793,411,-0.22,-0.33,61,8.2,17.8,20.58,43.64,28.59,25.11,1.34,NLS1?,NL_Seyfert
587731512609145067,26.479791,-0.20515558,26.47975,-0.20514,0.000855541242806695,171.406,13.948,19.59,76.505,4.8,9.812,36.356,2.44,8.034,577.453,46.744,9.731,014556.2-001200,014555.14-001218.5,20.07,19.99,19.63,19.41,18.95,3,0.288,0.0199,391,-0.32,1,9,1.91,19.86,4.55,44.14,28.85,25.6,1.25,-9999,Other_AGN
587731513146277918,27.067712,0.32917348,27.06771,0.32914,0.00105456001991502,1318.919,23.182,21.084,352.361,6.537,19.414,1847.103,35.619,31.588,1141.474,19.958,18.876,014818.5+001907,014816.25+001944.9,19.86,18.51,17.75,17.2,16.97,3,0.092,0.0205,442,0.04,1,9,1.94,18.36,4.56,43.01,28.39,24.47,1.5,radio,Other_AGN
587731514216415429,18.898076,1.144389,18.89808,1.14433,0.000786594962709753,624.902,8.635,25.887,133.599,1.958,17.439,395.351,6.02,28.746,522.812,7.186,21.006,011534.7+010822,011535.54+010839.6,19.6,18.03,17.21,16.63,16.34,3,0.064,0.0155,401,-0.21,1,8,1.56,17.91,3.81,42.59,28.24,24.06,1.61,Sy2?,NL_Seyfert
587731514229719211,49.315839,1.0663124,49.31583,1.06633,0.000648897304307998,315.282,19.988,11.049,124.168,7.229,10.591,245.594,15.107,24.274,-994,-999,6.616,031715.1+010352,031715.80+010358.8,20.36,20.07,19.35,19,18.42,3,0.297,0.0147,412,0.56,1,10,1.83,19.67,5.54,44.25,28.95,25.72,1.24,Sy1.9,BL_Seyfert
587731514230702216,51.528136,1.2416251,51.52817,1.24158,0.00145610370213039,1862.652,59.409,26.922,596.168,17.455,22.021,374.125,11.472,14.28,321.403,10.198,17.488,032607.7+011433,032606.76+011429.7,19.92,19.04,18.33,17.69,17.54,3,0.127,0.0235,332,1,0.04,13,3.01,18.62,9.59,43.64,28.58,25.1,1.34,NLS1?,NL_Seyfert
587731514230702216,51.528136,1.2416251,51.52817,1.24158,0.00145610370213039,2587.828,82.98,27.373,650.006,19.225,23.052,363.05,11.22,14.283,549.579,17.531,17.05,032607.7+011433,032606.76+011429.7,19.92,19.04,18.33,17.69,17.54,3,0.127,0.0235,332,1,0.04,13,3.01,18.62,9.59,43.64,28.58,25.1,1.34,NLS1?,NL_Seyfert
587731514230702216,51.528136,1.2416251,51.52817,1.24158,0.00145610370213039,121197.8,95.145,26.296,23670.18,20.522,20.851,11553.09,10.274,12.762,22106.97,17.263,12.846,032607.7+011433,032606.76+011429.7,19.92,19.04,18.33,17.69,17.54,3,0.127,0.0235,332,1,0.04,13,3.01,18.62,9.59,43.64,28.58,25.1,1.34,NLS1?,NL_Seyfert
587731520661618860,119.22006,29.328403,119.22,29.32839,0.00104456698127034,1532.07,11.189,25.318,351.13,2.412,20.209,1404.107,10.146,25.865,1515.888,11.013,21.378,075654.2+291938,075652.81+291942.2,18.22,17.04,16.35,16.05,15.79,3,0.068,0.0239,420,1,-0.08,12,2.73,16.86,7.48,42.94,28.72,24.4,1.66,Sy1.9_radio,BL_Seyfert
587731520668893380,133.83658,40.788886,133.8365,40.78889,0.00156846342454593,394.271,19.776,24.552,111.82,5.021,10.25,201.798,9.61,35.387,205.523,10.255,18.305,085519.4+404721,085520.77+404720.0,19.52,18.92,18.41,18.02,17.81,3,0.137,0.0281,440,0.21,0.43,18,2.44,18.82,5.43,43.46,28.57,24.93,1.4,Sy1.8,BL_Seyfert
587731521208516759,140.28578,44.914149,140.2858,44.91414,0.00106221343250783,-994,-999,4.887,-994,-999,1.353,150.202,5.899,11.657,-994,-999,4.657,092108.1+445519,092108.59+445450.9,20.55,19.29,18.55,17.91,17.62,3,0.156,0.0185,473,0.81,-0.29,8,1.33,19.21,2.58,43.27,28.53,24.73,1.46,-9999,Other_AGN
587731521211073025,147.52428,48.227379,147.5242,48.22736,0.00167138640320291,238.646,51.1,7.457,76.421,15.559,9.95,682.147,145.369,19.702,175.002,37.277,3.871,095005.0+481313,095005.82+481338.5,23.61,21.95,20.76,20.28,19.73,3,0.375,0.0311,404,-0.04,1,14,1.94,21.91,3.4,44.29,28.28,25.75,0.97,Sy2?,NL_Seyfert
587731522280030471,133.95232,42.620238,133.9523,42.62022,0.00187147663117027,-999,-999,0,-999,-999,0,16.427,1.943,3.439,-999,-999,0,085549.3+423710,085548.55+423712.8,21.08,20.95,20.33,19.75,19.6,3,-9999,0.047,396,0.91,0.04,24,3.9,20.87,8.39,-9999,-9999,-9999,0.99,zunc_radio,Other_AGN
587731680118505636,133.24629,41.367516,133.2462,41.3675,0.00215446233881647,886.732,53.861,37.075,246.498,12.909,23.012,74.838,4.176,15.475,280.657,16.958,27.989,085300.2+412205,085259.10+412203.0,20.07,19.44,18.91,18.5,18.26,3,0.135,0.0417,375,0.42,0.24,19,3.74,19.33,8.45,43.64,28.35,25.11,1.25,-9999,Other_AGN
587731680658063533,139.6652,45.506568,139.6652,45.50656,0.00130015704527237,521.82,32.189,23.08,119.348,6.706,14.565,346.307,20.5,26.45,416.668,25.568,15.47,091839.4+453037,091839.64+453023.6,20.12,19.75,19.13,18.66,18.87,3,0.195,0.0299,372,0.14,-1,12,2.11,19.69,4.06,43.69,28.55,25.15,1.3,Sy1.8,BL_Seyfert
587731868552069160,150.4642,49.149945,150.4642,49.14994,0.000990969930494285,703.183,29.491,35.413,161.912,6.382,23.557,330.41,13.705,48.264,431.801,18.015,27.181,100149.0+490907,100151.40+490859.8,19.55,18.86,18.32,17.98,17.72,3,0.071,0.0217,474,0.46,1,9,1.3,18.81,2.18,42.45,27.98,23.91,1.56,Sy1.8,BL_Seyfert
587731868561244241,183.53945,54.526858,183.5394,54.52683,0.00121092577669589,4263.618,11.566,21.346,9851.616,19.765,43.935,8332.996,17.96,42.168,19743.46,53.277,57.684,121411.8+543204,121409.46+543136.6,16.19,16.51,16.05,16.18,15.9,3,0.008,0.0291,385,0.35,-0.07,11,2.06,16.45,3.96,40.77,27.01,22.23,1.83,Sy2?_radio,NL_Seyfert
587731870701060250,154.27782,52.046469,154.2778,52.04647,0.00140089103126945,20.558,0.898,2.494,-994,-999,2.384,-999,-999,0.369,33.006,1.434,3.399,101707.5+520241,101706.67+520247.3,20.38,19.9,19.16,18.68,18.32,3,0.379,0.0176,552,-1,-1,8,1,19.87,1.6,43.97,29.1,25.44,1.41,BL?_zunc_radio,Other_AGN
587731872850313227,122.41201,34.927004,122.412,34.927,0.00165066579956677,153.256,1.903,11.578,139.151,1.683,7.706,116.333,1.474,6.388,185.389,2.29,19.609,080938.5+345544,080938.87+345537.2,18.7,17.83,17.05,16.71,16.42,3,0.082,0.3178,276,0.28,0,180,37.61,17.66,106.8,44.27,28.57,25.73,1.09,BL?_radio,Other_AGN
587731874456666542,114.0647,28.270081,114.0647,28.27006,0.00229664169787295,982.047,60.74,22.294,-999,-999,0,776.117,43.378,31.739,761.86,46.875,10.851,073616.4+281618,073615.52+281612.2,19.76,19.21,18.81,18.32,18.18,3,0.147,0.0471,439,0.79,0.3,20,5.47,19.06,15.23,43.98,28.54,25.44,1.19,-9999,Other_AGN
587731887889383677,136.32751,47.136011,136.3275,47.13603,0.00153885283556913,399.684,21.844,21.485,81.43,4.146,11.304,101.243,5.428,15.701,219.578,11.937,14.335,090521.4+470722,090518.60+470809.7,20.64,19.62,18.61,18.26,17.97,3,0.174,0.0201,431,-0.14,-0.37,8,1.55,19.57,3.19,43.47,28.49,24.93,1.37,Sy1.9,BL_Seyfert
587731889503993947,178.4423,56.326491,178.4423,56.32647,0.00116938054525583,4340.13,174.003,34.966,1342.655,35.328,29.707,1685.113,48.193,43.246,1263.588,50.397,17.191,115346.1+561941,115346.15+561935.3,18.01,17.89,17.8,17.35,17.47,6,0.129,0.2717,443,-0.57,-0.09,177,17.65,17.85,31.92,44.17,28.9,25.64,1.25,Sy1.5,BL_Seyfert
587731889505632409,185.23396,56.64992,185.2339,56.64992,0.00125298091449703,358.81,17.184,46.118,69.588,3.036,14.196,56.88,2.616,12.18,199.89,9.523,22.574,122057.1+563934,122056.14+563859.7,20.23,19.23,18.55,18.15,17.88,3,0.151,0.0258,257,-0.57,-0.1,8,1.65,19.16,2.94,43.29,28.52,24.76,1.45,Sy1.9,BL_Seyfert
587731890039750708,173.5744,56.413646,173.5744,56.41364,0.000842606228349082,755.788,65.275,36.577,217.611,14.489,21.713,226.727,16.14,17.884,445.985,38.318,24.803,113417.9+562457,113417.85+562449.1,19.75,19.46,19.05,18.79,18.57,3,0.228,0.0332,378,-0.61,0,10,2.07,19.41,3.61,43.79,28.81,25.26,1.36,NLS1?,NL_Seyfert
587731890041061525,179.01037,56.838938,179.0103,56.83892,0.00181794453544588,424.344,21.313,52.757,106.804,5.435,16.764,932.719,49.721,49.36,318.737,15.924,42.082,115600.3+564926,115602.48+565020.1,20.66,19.42,18.51,17.98,17.92,3,0.103,0.0542,452,-0.29,-0.69,28,3.59,19.34,6.58,43.27,28.1,24.74,1.29,Sy2?,NL_Seyfert
587731891115655191,182.5262,57.740299,182.5262,57.74028,0.00170548998430529,273.43,10.399,38.624,72.962,2.969,12.725,393.513,16.589,26.976,203.413,7.695,27.142,121006.3+574425,121006.28+574425.0,20.46,18.86,18.14,17.6,17.33,3,0.063,0.0406,424,-0.32,0.19,20,2.72,18.81,5.03,42.7,27.87,24.16,1.42,Sy2?_ambigID,NL_Seyfert
587731891648266245,164.65722,56.469768,164.6572,56.46975,0.00117115327427627,337.29,2.389,11.185,301.34,1.625,9.288,-994,-999,3.9,162.372,1.144,11.486,105837.5+562816,105837.73+562811.1,16.9,16.46,16.18,15.97,15.82,6,0.143,0.4591,588,-0.48,-0.04,617,25.4,16.42,39.68,44.37,29.57,25.83,1.43,radio,Other_AGN
587731891653312541,185.92837,58.246151,185.9283,58.24614,0.00145682445990459,2234.691,39.818,46.211,514.922,8.799,36.465,2605.699,46.81,207.417,2879.81,51.044,21.918,122343.1+581457,122342.80+581446.1,18.65,17.6,16.93,16.72,16.58,3,0.015,0.0371,447,0.58,0.07,25,2.45,17.55,4.48,41.36,27.11,22.82,1.64,-9999,Other_AGN
587731892187168782,172.82765,58.149679,172.8276,58.14967,0.00123637406821249,304.099,2.813,4.024,398.915,2.825,8.21,-999,1.549,0.988,-994,-999,1.501,113117.8+580911,113118.63+580858.8,17.53,17.09,16.71,16.41,16.26,6,-9999,0.0234,495,-0.57,-1,11,1.46,17.03,2.56,-9999,-9999,-9999,1.77,zunc_radio,Other_AGN
587731913111240730,142.65655,49.840451,142.6565,49.84044,0.000816722790239234,54.443,1.605,1.903,100.308,2.434,5.212,-994,-999,1.216,24.242,0.711,2.735,093037.1+495028,093037.57+495025.6,18.92,18.44,18.08,17.75,17.52,3,0.187,2.154,476,0.06,0.15,3420,147.9,18.38,279.1,45.48,29.03,26.95,0.8,radio,Other_AGN
587731913646342374,137.38345,47.79186,137.3834,47.79183,0.00226426428469097,221.365,10.694,12.579,26.348,1.337,5.347,177.7,9.4,13.841,274.842,13.207,10.945,090929.8+474722,090932.02+474730.6,20.82,19.45,18.7,18.22,17.95,3,0.117,0.0168,462,-0.61,-1,7,1.25,19.38,2.49,42.97,28.2,24.44,1.44,Sy1.9,BL_Seyfert
587732050021974097,150.38437,52.526378,150.3843,52.52636,0.00196849290319056,883.899,35.638,18.412,173.707,5.993,15.786,537.057,19.8,34.776,649.065,26.032,14.284,100134.1+523144,100132.24+523134.9,19.28,18.72,18.16,17.76,17.55,3,0.146,0.0597,495,-0.55,1,24,3.42,18.68,5.56,43.54,28.68,25,1.41,Sy1.5,BL_Seyfert
587732050552226009,131.36176,44.074915,131.3618,44.07489,0.00153462361599303,196.214,10.858,10.684,49.604,2.77,8.588,65.441,3.814,10.595,89.61,4.933,6.401,084527.3+440450,084526.82+440429.6,20.36,19.71,18.97,18.53,18.13,3,0.186,0.0244,469,0.02,-0.05,9,2.3,19.58,5.39,43.76,28.55,25.23,1.28,Sy1.9,BL_Seyfert
587732053245624458,138.83532,41.321884,138.8353,41.32186,0.00152251985752769,165.562,3.716,8.685,32.126,0.788,5.083,92.259,2.34,19.924,143.499,3.203,8.164,091520.4+411922,091520.47+411918.7,20.35,18.61,17.66,17.25,17.01,3,0.05,0.1111,360,-0.22,-0.14,46,7.46,18.53,13.83,42.93,27.77,24.39,1.3,-9999,Other_AGN
587732054309535968,117.60983,27.12134,117.6098,27.12133,0.00153544296237284,1096.62,40.709,12.975,225.508,7.096,13.219,559.067,18.796,25.21,839.373,30.996,8.915,075026.6+270726,075026.35+270716.8,19.31,18.78,18.19,17.84,17.72,3,0.154,0.0658,438,0.4,0.1,42,6.62,18.64,16.29,44.06,28.75,25.52,1.24,Sy1.5,BL_Seyfert
587732054318448731,135.81128,40.933301,135.8112,40.93328,0.0017136421010714,-999,0.967,0.646,45.126,1.315,3.524,48.986,1.5,1.902,41.814,1.293,1.349,090315.3+405609,090314.70+405559.8,19.8,19,18.25,17.81,17.57,3,0.188,0.223,290,-0.23,0.09,89,19.8,18.94,44.51,44.69,28.81,26.15,1.02,BL?_radio_2MASXJ09031474+40560,Other_AGN
587732134306578454,163.43387,49.498887,163.4338,49.49886,0.00254434641906744,148.31,2.255,10.897,94.425,1.367,6.66,77.562,1.181,7.307,135.504,2.049,14.118,105344.2+492956,105344.12+492955.9,18.91,18.16,17.4,17.06,16.67,3,0.14,0.1061,531,-0.18,0.19,88,7.06,18.08,13,43.86,28.89,25.33,1.37,BL?_radio,Other_AGN
587732134839976084,152.04762,47.08928,152.0476,47.08928,0.00198083238254824,30.889,1.604,1.987,25.928,1.14,2.499,-999,-999,0.997,15.185,0.784,1.245,100811.5+470526,100811.42+470521.4,20.11,19.73,19.1,18.78,18.45,3,0.343,1.103,516,-0.29,0.1,1570,64.96,19.7,108.2,45.7,29.08,27.16,0.74,radio,Other_AGN
587732135380058315,162.24006,50.162598,162.24,50.16258,0.00132249478452931,-999,-999,0,13.698,0.923,2.861,-994,-999,1.131,-999,-333,0,104858.0+501000,104857.61+500945.3,20.81,20.24,19.48,19.1,18.82,3,0.403,0.0818,524,-0.23,-0.16,66,5.28,20.19,9.51,44.81,29.04,26.28,1.06,BL?_zunc_radio,Other_AGN
587732135917191283,162.88298,50.706436,162.883,50.70642,0.000848218749387859,558.878,39.057,24.367,156.348,9.111,12.176,300.345,18.629,32.155,171.076,11.893,17.287,105133.7+504238,105131.91+504223.1,20.25,19.39,18.84,18.6,18.48,3,0.132,0.0434,516,-0.38,1,19,2.73,19.34,4.8,43.37,28.33,24.84,1.34,Sy1.5,BL_Seyfert
587732136451047490,152.72443,48.491021,152.7244,48.491,0.0012881829491165,433.726,27.057,39.444,113.108,6.411,18.234,472.895,28.389,42.944,371.435,23.05,35.198,101053.5+482941,101053.86+482927.6,20.59,19.67,18.98,18.53,18.48,3,0.158,0.0194,529,0.06,1,12,1.14,19.64,1.88,43.14,28.37,24.61,1.45,Sy2?,NL_Seyfert
587732152029937977,140.06534,39.170551,140.0653,39.17056,0.000675252696899633,-999,-999,0,-999,-999,0.011,5.936,0.465,1.676,-999,-999,0,092013.9+391010,092015.68+391014.0,21.87,21.08,20.49,19.71,19.3,3,-9999,0.0592,448,0.2,0.12,25,4.37,21.02,8.66,-9999,-9999,-9999,0.96,BL?_zunc_radio,Other_AGN
587732152569364569,146.47703,42.638523,146.477,42.6385,0.00164889814755909,2729.929,68.401,36.476,542.454,13.175,27.029,2396.842,60.513,35.281,1940.624,48.369,33.808,094553.9+423854,094554.48+423818.6,19.46,18.24,17.61,17.14,16.97,3,0.075,0.1106,446,-0.23,-0.51,57,7.14,18.18,12.85,43.27,28.28,24.73,1.36,Sy2?_radio_ambigID,NL_Seyfert
587732156851159124,117.15047,24.006711,117.1505,24.00669,0.00153262357556084,-999,-999,0,139.803,3.786,9.865,427.121,12.104,19.923,-999,-999,0,074836.6+240013,074836.11+240024.1,19.81,19.22,18.6,18.22,18.24,6,0.409,0.0969,419,0.8,0.37,66,11.66,19.01,33.79,45.38,29.52,26.84,1.03,radio_PKS0745+241,Other_AGN
587732156852797482,120.08744,26.613535,120.0874,26.61353,0.000915089464446108,3259.956,14.303,23.536,529.097,2.376,21.944,5799.794,27.174,25.318,3891.741,16.985,24.63,080020.5+263649,080020.98+263648.7,18.41,16.62,16.12,15.89,15.32,3,0.027,0.0632,284,1,0.94,33,6.93,16.47,18.22,42.49,28.06,23.95,1.57,Sy1.9_radio,BL_Seyfert
587732470386327813,126.8031,31.600644,126.8031,31.60064,0.00087250887152288,318.822,19.657,8.696,89.153,5.305,7.045,108.133,6.739,16.806,-994,-999,6.845,082712.9+313557,082712.74+313602.3,20.93,20.09,19.18,18.68,18.42,3,0.209,0.0319,307,1,0.15,23,3.52,19.91,9.31,44.12,28.52,25.58,1.13,Sy1.9,BL_Seyfert
587732482195128454,132.65085,34.92296,132.6508,34.92294,0.000569057198724735,84.808,1.312,6.757,62.568,0.886,5.04,21.211,0.317,2.601,60.027,0.923,5.614,085034.5+345527,085036.20+345522.6,19.07,18.22,17.52,17.23,16.83,3,0.145,0.0554,379,0.08,-0.13,17,5.53,18.09,13.49,43.91,28.91,25.38,1.36,BL?_radio,Other_AGN
587732482213937241,188.62361,48.896871,188.6236,48.89686,0.00121854709720948,185.353,9.238,20.913,74.496,3.623,11.078,184.194,9.389,28.399,-994,-999,12.289,123431.4+485329,123429.66+485348.7,19.82,19.09,18.44,17.95,17.7,3,0.102,0.0365,443,0.32,0.97,12,2.36,19.04,4.24,43.07,28.21,24.54,1.41,-9999,Other_AGN
587732482215313424,193.39398,48.83165,193.394,48.83164,0.000906790798739646,-999,-999,0,464.837,22.265,19.277,3715.29,190.697,21.738,-999,-999,0,125331.1+484949,125334.55+484953.9,19.07,18.79,18.84,18.41,18.2,3,0.421,0.0378,470,-0.37,0.6,20,2.4,18.74,4.28,44.51,29.66,25.98,1.41,radio,Other_AGN
587732482220359712,210.21805,46.174668,210.218,46.17464,0.00159621068229233,885.671,62.426,25.899,238.953,15.349,15.284,113.309,7.651,15.455,412.114,3.24,11.373,140051.1+460958,140052.33+461028.7,20.1,19.83,19.23,18.93,18.54,3,0.267,0.0341,506,0,-0.12,14,2.22,19.8,4.03,44,28.8,25.47,1.28,NLS1?_ambigID,NL_Seyfert
587732482225143998,223.96902,41.67512,223.969,41.67511,0.00129539268496481,85.935,14.276,9.553,-999,-999,0,279.486,47.944,23.555,-994,-999,6.334,145552.7+414026,145552.56+414030.4,21.81,21.3,20.29,19.93,19.25,3,0.295,0.0171,688,-0.1,1,12,1.19,21.25,2.26,43.86,28.31,25.32,1.15,Sy1.9,BL_Seyfert
587732482225799177,225.68905,40.910367,225.689,40.91036,0.000525999376922521,2248.478,119.031,22.593,595.11,22.025,16.859,256.464,10.054,10.574,456.19,24.026,12.799,150244.8+405430,150245.37+405437.3,18.74,18.59,18.32,18.04,18,6,0.233,0.1186,548,-0.46,-0.06,83,8.08,18.51,15.14,44.44,29.19,25.9,1.26,NLS1?,NL_Seyfert
587732482225799177,225.68905,40.910367,225.689,40.91036,0.000525999376922521,2139.173,118.915,25.648,593.785,24.122,16.843,255.287,10.952,10.851,462.929,25.601,14.38,150244.8+405430,150245.37+405437.3,18.74,18.59,18.32,18.04,18,6,0.233,0.1186,548,-0.46,-0.06,83,8.08,18.51,15.14,44.44,29.19,25.9,1.26,NLS1?,NL_Seyfert
