objID,ra_sdssdr5,dec_sdssdr5,ra_rosatsdssdr5,dec_rosatsdssdr5,distance,F_Halpha,EW_Halpha,s2n_Halpha,F_Hbeta,EW_Hbeta,s2n_Hbeta,F_oiii,EW_oiii,s2n_oiii,F_nii,EW_nii,s2n_nii,RASS,SDSS,umag,gmag,rmag,imag,zmag,St,z,CRate,Exp,HR1,HR2,L,FX,g0mag,FXcor,logLX,LogL2500,logL2keV,alpha,Comm,agn_type
587735430691094598,198.14654,49.706869,198.1465,49.70683,0.00232662117026405,522.153,14.506,34.931,137.126,4.146,18.278,1722.589,53.952,43.812,531.556,14.69,32.435,131241.2+494219,131235.16+494224.6,20.49,18.85,17.94,17.47,17.12,3,0.129,0.018,511,-1,0,9,1.12,18.81,1.95,42.96,28.52,24.42,1.57,Sy2?_ambigID,NL_Seyfert
587735430693650544,206.7157,48.54533,206.7157,48.54531,0.00189019796016328,361.19,12.946,15.083,71.612,2.72,9.508,624.239,24.486,28.338,485.25,17.301,16.72,134650.4+483239,134651.76+483243.1,21.09,19.41,18.19,17.81,17.6,3,0.168,0.0134,567,1,0.54,10,0.97,19.36,1.91,43.21,28.54,24.67,1.48,Sy1.9,BL_Seyfert
587735489215529000,233.69671,37.26515,233.6967,37.26514,0.00191911657186439,165.423,3.539,15.139,98.068,1.782,6.65,50.594,0.973,4.384,79.73,1.697,10.487,153446.6+371610,153447.20+371554.5,18.38,17.83,17.34,17.04,16.82,3,0.143,0.0294,418,-0.53,-1,11,2.02,17.76,3.81,43.35,29.03,24.82,1.62,radio,Other_AGN
587735489746042993,217.13899,44.846816,217.139,44.84681,0.00144588960953218,563.752,52.987,25.978,187.459,16.856,19.837,1039.339,98.626,54.667,1471.054,137.536,13.738,142833.2+445045,142833.35+445048.5,20.34,19.94,19.21,18.71,18.67,3,0.172,0.046,561,-0.13,0.38,33,3.21,19.9,6.11,43.74,28.35,25.2,1.21,Sy1.8,BL_Seyfert
587735490819129417,215.74258,46.259035,215.7425,46.25903,0.00146597014105698,-999,-999,0,71.074,4.381,5.78,362.275,24.057,25.796,-999,-999,0,142257.5+461528,142258.21+461532.5,19.94,19.55,19.37,19.06,18.82,3,0.436,0.0226,737,-0.45,-0.14,11,1.53,19.5,2.85,44.38,29.39,25.84,1.36,Sy1.8,BL_Seyfert
587735661016055816,160.4548,39.022087,160.4548,39.02208,0.000592316740196571,13.761,0.382,2.065,37.519,1.005,3.106,-999,-999,0.014,27.297,0.753,5.245,104148.9+390133,104149.15+390119.5,20.07,19.28,18.31,17.99,17.67,3,0.208,0.1169,471,0,0.03,63,6.55,19.24,10.39,44.16,28.79,25.62,1.21,BL?_radio_B31038+392,Other_AGN
587735661546504414,143.27266,34.062598,143.2726,34.06258,0.00266075757981699,148.682,7.147,6.82,27.095,1.326,5.073,68.131,3.479,11.166,126.512,6.049,3.8,093305.1+340411,093305.43+340345.3,21.19,20.29,19.21,18.69,18.39,3,0.277,0.0428,456,0.28,0.04,18,3.01,20.23,5.79,44.2,28.66,25.66,1.15,Sy1.9,BL_Seyfert
587735661547749432,146.35792,35.351,146.3579,35.35097,0.00170987916284923,691.09,29.146,19.199,211.665,6.464,16.67,1369.486,45.434,39.881,937.704,39.341,15.243,094525.0+352113,094525.90+352103.5,19.45,18.93,18.4,18.17,18.03,3,0.208,0.0323,464,-0.28,1,16,2.23,18.89,4.24,43.77,28.93,25.23,1.42,Sy1.8_radio,BL_Seyfert
587735661547749482,146.5354,35.206229,146.5354,35.20622,0.00147132155560246,2274.582,68.144,26.486,500.625,13.429,21.48,361.601,10.194,24.982,844.404,25.165,23.513,094609.1+351222,094608.49+351222.4,18.74,18.26,17.87,17.44,17.27,3,0.119,0.0314,468,-0.52,-0.23,13,2.15,18.22,4.05,43.2,28.68,24.66,1.54,NLS1?,NL_Seyfert
587735661551091962,155.3703,38.112025,155.3703,38.112,0.00164275869287255,-999,-999,0,-999,-999,0.058,-999,-999,0.096,-999,-999,0,102129.0+380657,102128.87+380643.2,20.47,20.27,19.76,19.37,19.14,3,-9999,0.0271,431,-0.37,1,14,1.87,20.23,3.53,-9999,-9999,-9999,1.23,zunc_radio,Other_AGN
587735661553123544,160.99914,39.608961,160.9991,39.60894,0.00179871527809527,577.215,42.557,33.116,149.078,10.243,19.273,582.235,42.208,64.528,387.834,28.445,26.549,104400.3+393637,104359.79+393632.2,20.66,20.05,19.2,18.8,18.66,3,0.15,0.0476,458,-0.21,0.01,22,2.76,20,4.52,43.47,28.18,24.94,1.24,Sy2?,NL_Seyfert
587735662619918388,141.96299,34.517671,141.963,34.51767,0.00116713884984963,-999,-999,0,222.812,21.485,27.827,3016.23,308.932,53.096,-999,-999,0,092750.7+343034,092751.11+343103.6,19.83,19.54,19.54,18.94,18.86,3,0.426,0.0361,371,0.22,-0.31,12,2.62,19.48,5.14,44.61,29.37,26.07,1.27,radio,Other_AGN
587735662623457491,151.18652,37.870002,151.1865,37.87,0.00141406329680612,-999,-999,0,39.29,1.346,2.786,-999,0.149,0.829,-999,-999,0,100444.2+375156,100444.76+375212.0,20.21,19.84,19.2,18.75,18.37,3,0.44,0.0741,479,0.16,-0.08,30,5,19.76,9.32,44.9,29.29,26.36,1.12,radio,Other_AGN
587735663154823252,137.16024,32.592954,137.1602,32.59294,0.00131554586380624,2757.561,9.376,24.59,582.57,2.202,23.659,1403.498,5.487,36.979,2439.561,8.251,23.138,090839.6+323536,090838.45+323534.6,18.25,16.6,15.59,15.31,15.03,3,0.014,0.0331,419,0.37,0.18,13,2.76,16.52,5.93,41.42,27.46,22.89,1.75,radio,Other_AGN
587735664765435947,198.20897,55.808117,198.209,55.80811,0.000766400448187797,1083.252,61.03,34.577,348.772,14.047,25.515,723.957,31.459,79.312,676.426,37.912,19.202,131250.7+554827,131250.15+554829.2,19.07,18.58,18.32,17.95,17.98,3,0.106,0.118,557,-0.32,0.08,96,8.27,18.52,15.82,43.68,28.45,25.15,1.27,Sy1.5,BL_Seyfert
587735664772513836,223.15525,49.766963,223.1552,49.76694,0.00110203090008215,1689.288,57.427,64.609,364.594,11.219,32.896,936.717,30.367,50.877,1032.041,34.9,44.01,145238.0+494605,145237.26+494601.0,19.29,18.51,17.96,17.47,17.41,3,0.091,0.0177,629,0.01,-0.41,9,1.42,18.45,2.99,42.81,28.34,24.28,1.56,Sy1.8,BL_Seyfert
587735665304076371,205.40096,55.243877,205.401,55.24386,0.00114768017742302,24.588,0.78,4.902,9.212,0.266,2.615,21.68,0.66,2.421,55.201,1.743,5.135,134135.9+551437,134136.23+551437.9,19.38,18.81,18.15,17.84,17.57,3,0.207,0.0943,571,-0.46,0.33,69,6.05,18.79,10.84,44.17,28.96,25.64,1.28,BL?_radio_SBS1339+554,Other_AGN
587735665305911357,212.18539,53.857891,212.1854,53.85789,0.000892152155975241,609.701,21.199,22.587,168.538,4.99,15.29,136.851,4.319,19.143,130.983,4.53,19.376,140845.1+535138,140844.49+535128.4,19.7,18.5,17.92,17.61,17.46,3,0.083,0.0273,624,-0.46,0.15,16,1.75,18.45,3.14,42.75,28.26,24.21,1.55,Sy2?,NL_Seyfert
587735665308139750,219.90619,51.679433,219.9062,51.67942,0.00116657319990649,443.274,14.293,30.028,110.589,3.44,13.991,256.828,8.372,32.554,271.363,8.704,25.999,143937.9+514058,143937.48+514045.9,20.19,18.85,18.21,17.83,17.47,3,0.078,0.0341,1006,0.52,0.11,34,2.46,18.8,4.81,42.88,28.07,24.34,1.43,Sy1.9,BL_Seyfert
587735665311023184,228.48705,48.17003,228.487,48.17003,0.000276933138052637,2301.291,55.929,28.642,637.723,13.485,21.58,242.534,5.432,17.636,779.72,18.851,23.629,151358.0+481013,151356.89+481012.1,18.34,17.91,17.63,17.14,16.92,3,0.079,0.0274,383,0.29,0.1,12,2.25,17.82,4.82,42.89,28.47,24.35,1.58,NLS1?,NL_Seyfert
587735665315152005,238.82797,42.190015,238.828,42.19,0.00112407214566545,747.948,71.117,40.3,219.367,15.476,23.755,440.583,33.368,34.374,611.076,57.801,22.38,155520.0+421125,155518.71+421124.0,19.96,19.61,19.18,19.05,18.67,3,0.267,0.036,406,-0.87,1,11,2.63,19.53,5.19,44.11,28.9,25.58,1.28,Sy1.5,BL_Seyfert
587735665317183556,243.15877,38.903332,243.1588,38.90331,0.0018049280029499,2026.968,100.42,26.846,509.96,19.417,19.743,794.128,32.202,25.734,1191.911,58.743,22.127,161238.3+385350,161238.10+385411.9,18.95,18.75,18.49,18.22,18.16,3,0.186,0.0497,613,-0.83,-0.89,22,3.19,18.7,5.71,43.79,28.9,25.25,1.4,Sy1.5,BL_Seyfert
587735665317708080,244.13713,37.934317,244.1371,37.93431,0.00089003161039546,14.705,0.781,2.062,-999,-999,0.435,-994,-999,1.51,80.878,0.479,3.49,161633.4+375558,161632.91+375603.5,20.52,19.62,18.81,18.46,18.05,3,0.202,0.1172,775,0.16,0.26,143,7.64,19.55,13.84,44.25,28.63,25.72,1.12,BL?_radio,Other_AGN
587735665844289599,217.62996,52.70718,217.6299,52.70717,0.00177382472284287,3189.993,26.33,21.355,400.124,3.87,16.981,669.074,6.623,27.795,2233.736,18.339,22.387,143030.2+524216,143031.18+524225.8,19.14,17.37,16.59,16.16,15.74,3,0.045,0.0185,752,0.63,-0.29,12,1.31,17.32,2.54,42.09,28.16,23.56,1.77,Sy2?_radio,NL_Seyfert
587735666386468925,233.67267,46.345389,233.6727,46.34539,0.000115636548924164,1350.614,84.634,23.953,365.567,17.181,16.447,202.229,10.167,14.509,454.995,28.364,15.751,153441.0+462112,153441.44+462043.4,19.31,19.14,18.71,18.5,18.28,3,0.252,0.0207,762,-0.78,-1,11,1.47,19.09,2.84,43.79,29.03,25.26,1.45,NLS1?,NL_Seyfert
587735666394595451,250.81167,33.171044,250.8117,33.17103,0.000919219916137057,286.767,19.543,21.663,80.88,4.725,16.728,84.776,5.265,10.446,403.552,27.358,10.365,164315.0+331020,164314.80+331015.7,20.15,19.72,19.17,18.76,18.65,3,0.178,0.0205,485,0.19,0.27,17,1.64,19.61,3.44,43.52,28.49,24.99,1.35,Sy1.8,BL_Seyfert
587735666913902715,202.76214,56.928297,202.7621,56.92828,0.00128692618033919,-999,-999,0.667,-999,0.124,0.668,35.583,1.761,2.737,-999,-999,0,133104.3+565547,133102.91+565541.8,20.52,19.91,19.05,18.61,18.39,3,0.27,0.0589,532,0,0.53,26,3.97,19.88,7.37,44.28,28.78,25.74,1.17,BL?_radio,Other_AGN
587735666917113859,214.94416,54.387439,214.9441,54.38742,0.00171712360626792,1019.106,3.543,12.994,838.625,2.41,12.185,336.903,1.017,8.015,186.923,0.646,11.199,141946.4+542324,141946.59+542314.7,16.39,15.9,15.47,15.2,14.95,6,0.153,0.1036,673,0,0.23,95,6.69,15.85,12.04,43.92,29.86,25.38,1.72,radio_[HB89]1418+546,Other_AGN
587735667449200691,196.50783,58.055535,196.5078,58.05553,0.000581338696193803,-999,-999,0,455.482,5.252,12.806,273.328,3.378,6.256,-999,-999,0,130601.3+580323,130601.88+580319.9,17.42,17.3,17.35,17.31,17.19,6,0.444,0.1312,533,-0.7,-0.36,99,8.83,17.26,16.42,45.16,30.3,26.62,1.41,NLS1?_SBS1303+583,NL_Seyfert
587735695915941969,219.84492,51.840925,219.8449,51.84092,0.00195637365680741,142.207,10.365,10.34,36.001,2.755,4.721,116.141,9.167,16.833,121.634,8.819,7.548,143920.9+515024,143922.77+515027.3,21.31,20.51,19.42,18.89,18.53,3,0.271,0.0226,959,-0.5,0.52,14,1.64,20.47,3.2,43.92,28.55,25.38,1.21,Sy1.9,BL_Seyfert
587735695916400790,221.37239,51.384683,221.3724,51.38467,0.00131070377371422,672.966,73.326,22.961,165.735,14.884,15.675,614.403,58.648,31.44,376.47,40.807,20.513,144530.2+512256,144529.37+512304.8,20.15,19.64,19.12,18.81,18.86,3,0.141,0.0328,981,-0.35,-0.34,16,2.44,19.55,4.86,43.44,28.3,24.91,1.3,Sy2?,NL_Seyfert
587735696441475179,175.28379,57.303519,175.2838,57.3035,0.00166732538334343,214.945,13.808,35.952,37.459,2.343,9.947,123.732,8.135,31.032,220.396,14.084,23.049,114110.0+571816,114108.10+571812.6,20.58,19.72,18.83,18.45,18.25,3,0.131,0.042,357,-0.52,-0.4,13,2.7,19.68,4.85,43.37,28.18,24.84,1.29,Sy1.5,BL_Seyfert
587735696980705330,185.20995,58.038727,185.2099,58.03872,0.00147774867072103,1553.302,91.892,23.229,426.158,17.517,19.592,411.421,18.222,19.593,974.439,57.35,12.755,122052.0+580237,122050.38+580219.4,19.47,19.15,18.79,18.68,18.26,6,0.353,0.0288,444,-0.93,-1,9,1.9,19.09,3.49,44.24,29.35,25.7,1.4,NLS1?,NL_Seyfert
587735742615257226,238.14756,32.566098,238.1475,32.56608,0.00150822798249306,2611.237,199.637,12.366,776.984,39.177,19.165,5221.678,285.905,20.997,-994,-999,4.005,155237.6+323358,155235.41+323357.9,18.94,18.91,18.82,18.71,17.85,6,0.376,0.0319,315,-1,-1,8,2.84,18.84,6.39,44.57,29.51,26.03,1.34,radio_FBQSJ155235.4+323357,Other_AGN
587735742616305696,240.31095,31.090928,240.3109,31.09092,0.00203295622193905,1306.873,53.462,38.671,450.148,14.419,30.176,1282.146,43.884,85.661,339.119,13.8,16.965,160115.2+310454,160114.62+310527.3,18.68,18.39,18.2,17.67,17.61,3,0.089,0.0253,448,-0.2,0.56,12,2.36,18.3,5.5,43.06,28.39,24.52,1.48,-9999,Other_AGN
587735742621942150,251.43584,22.852043,251.4358,22.85203,0.000812116847756007,172.958,8.316,14.731,41.283,2.087,8.39,285.129,14.972,46.013,188.386,9.01,14.331,164544.7+225054,164544.60+225107.3,21.42,20.06,19.01,18.57,18.19,3,0.133,0.0269,654,0.85,0.18,18,3.12,19.87,8.65,43.64,28.12,25.1,1.16,ambigID,Other_AGN
587735743160057979,254.00669,21.211431,254.0067,21.21142,0.00125404086557386,2136.514,44.362,18.174,550.067,13.12,25.733,3220.498,78.828,29.414,-994,-999,7.325,165602.3+211239,165601.60+211241.1,20.02,18.53,17.82,17.17,16.72,3,0.049,0.0281,644,1,0.73,24,3.43,18.31,10.11,42.77,27.85,24.23,1.39,Sy1.8_radio,BL_Seyfert
587735744229867695,247.34254,27.785705,247.3425,27.78569,0.00242693789240831,879.138,76.264,25.014,224.421,14.788,13.05,358.029,25.208,45.933,261.642,22.579,14.411,162922.0+274649,162922.20+274708.5,20.17,19.5,18.97,18.63,18.56,3,0.17,0.0412,546,0.1,-0.16,28,4.16,19.31,10.23,43.95,28.57,25.41,1.21,-9999,Other_AGN
587736584424390701,205.27127,39.995949,205.2713,39.99594,0.000905479580594203,82.474,2.27,4.654,69.847,1.84,2.532,20.972,0.579,1.403,56.181,1.538,5.429,134104.8+395942,134105.10+395945.4,19.16,18.5,18.01,17.66,17.29,3,0.172,0.7565,591,-0.1,0.08,1060,43.26,18.47,70,44.8,28.92,26.26,1.02,BL?_radio,Other_AGN
587736584439136282,241.91915,25.687701,241.9191,25.68769,0.00188619220512656,-999,-999,0,-999,-999,0,13.021,0.567,2.156,-999,-999,0,160740.7+254106,160740.59+254115.7,20.4,20.02,19.53,19.33,18.88,6,-9999,0.2219,643,0.56,0,348,25.58,19.79,70.64,-9999,-9999,-9999,0.8,zunc_radio_RBS1562,Other_AGN
587736584439398607,242.5006,25.327319,242.5006,25.32731,0.00131253244555325,-999,-999,0,213.075,24.889,15.666,1548.949,194.817,45.789,-999,-999,0,161000.5+251930,161000.14+251938.3,20.45,20.08,20.03,19.55,19.41,6,0.43,0.0157,646,-0.41,1,10,1.81,19.87,5.02,44.61,29.22,26.07,1.21,-9999,Other_AGN
587736584963162183,210.83617,39.08874,210.8361,39.08872,0.00248272269511842,316.162,18.315,13.424,57.482,2.824,6.752,159.371,8.32,20.309,289.311,16.672,11.562,140320.7+390513,140320.67+390519.4,20.08,19.34,18.84,18.49,18.3,3,0.21,0.0174,466,0.72,0.29,13,1.05,19.31,1.77,43.4,28.77,24.87,1.5,Sy1.9,BL_Seyfert
587736585511698516,240.07128,27.905676,240.0712,27.90567,0.00177386926269595,-999,-999,0,1782.918,37.816,16.233,806.548,18.256,13.035,-999,-999,0,160019.0+275411,160017.10+275420.4,18.34,18,17.92,17.82,17.51,6,0.423,0.0184,603,-0.77,1,8,1.99,17.85,5.18,44.6,30.02,26.07,1.52,NLS1?,NL_Seyfert
587736586043981906,229.86742,33.607804,229.8674,33.60778,0.00145449021178404,1624.883,72.235,41.078,462.569,16.708,31.613,1358.183,52.154,51.954,902.092,39.894,34.766,151927.2+333632,151928.18+333628.0,18.82,18.47,18.28,17.87,17.79,3,0.082,0.0904,398,-0.42,-0.26,55,6.68,18.39,13.28,43.36,28.27,24.83,1.32,Sy1.5,BL_Seyfert
587736586045554789,233.59425,31.860908,233.5943,31.86089,0.00111650655054328,797.119,69.751,23.4,230.607,15.822,17.064,277.945,20.399,18.507,301.253,26.224,14.895,153423.4+315145,153422.62+315139.2,20.1,19.62,19.18,18.82,18.75,3,0.172,0.0231,353,-0.38,-1,7,1.94,19.52,4.21,43.58,28.5,25.04,1.33,-9999,Other_AGN
587736586047324204,237.5892,29.841058,237.5892,29.84106,0.00169298673727804,720.692,38.792,13.283,226.907,13.321,22.73,2213.941,135.678,44.58,-994,-999,5.843,155020.2+295025,155021.40+295027.8,20.28,19.44,18.62,17.95,17.78,3,0.177,0.0211,387,0.65,1,10,1.96,19.33,4.56,43.64,28.6,25.1,1.34,Sy1.8_radio,BL_Seyfert
587736586574495794,213.37557,39.770012,213.3755,39.77,0.00169792481911232,726.872,35.716,20.47,357.298,16.127,19.849,3235.999,154.432,36.267,3192.701,156.054,13.419,141330.0+394616,141330.13+394612.0,19.37,19.04,18.33,17.77,17.85,3,0.132,0.0146,509,1,0.62,10,0.86,19.01,1.43,42.85,28.46,24.31,1.59,Sy1.5_ambigID,BL_Seyfert
587736586577182928,220.84534,37.670827,220.8453,37.67081,0.000989398943901504,254.589,12.799,12.9,46.576,2.232,4.139,124.838,6.297,14.297,184.583,9.231,8.411,144322.7+374017,144322.88+374014.9,21.21,20.24,19.17,18.69,18.51,3,0.188,0.0225,633,-0.03,-0.22,11,1.38,20.2,2.37,43.42,28.31,24.88,1.32,Sy1.9_radio,BL_Seyfert
587736586579935398,227.76967,34.967073,227.7696,34.96706,0.00222215643122716,632.551,46.061,23.671,139.22,9.908,16.533,241.963,18.074,28.027,343.33,24.87,19.958,151107.0+345752,151104.71+345801.4,20.27,19.69,19.01,18.49,18.36,3,0.125,0.0138,632,1,0.87,8,0.95,19.63,1.8,42.9,28.16,24.36,1.46,Sy1.8,BL_Seyfert
587736751931523251,241.28697,32.655991,241.287,32.65597,0.00135507373544927,2231.423,59.127,29.387,606.205,13.125,21.76,594.982,13.693,18.701,1161.041,30.605,25.744,160509.2+323907,160508.87+323921.5,18.76,18.21,17.85,17.41,17.23,3,0.091,0.0305,565,-0.09,0.58,14,2.68,18.07,5.97,43.11,28.5,24.58,1.5,Sy1.5_radio,BL_Seyfert
587736753003495532,237.89836,35.814269,237.8983,35.81425,0.00179244178051353,1470.393,25.333,17.796,400.075,7.739,22.275,1037.582,20.638,21.935,1205.081,20.653,12.488,155137.3+354849,155135.60+354851.3,20,18.35,17.42,16.89,16.68,3,0.093,0.0573,273,0.3,-0.27,14,4.4,18.27,8.97,43.31,28.43,24.78,1.4,Sy1.9_radio,BL_Seyfert
587736753542594730,243.09355,32.993924,243.0935,32.99392,0.000864488872578264,403.659,52.966,25.247,87.124,10.206,13.638,143.672,17.823,22.469,215.444,28.122,15.846,161222.2+325935,161222.45+325938.1,20.6,20.01,19.46,19.04,18.86,3,0.172,0.013,751,-0.58,-0.05,8,1.03,19.93,2.15,43.29,28.33,24.75,1.38,-9999,Other_AGN
587736782001406208,251.12612,24.957872,251.1261,24.95786,0.00230092504338838,1399.183,39.617,24.973,224.57,6.582,17.798,475.779,14.515,25.887,747.12,21.043,20.159,164429.3+245705,164430.26+245728.3,20.37,18.77,17.9,17.38,17.12,3,0.102,0.0244,547,0.34,0.61,11,2.75,18.59,7.4,43.32,28.39,24.78,1.39,Sy1.9_radio,BL_Seyfert
587736782537490720,250.00259,26.459456,250.0026,26.45944,0.0011004318502907,345.799,22.889,9.892,75.955,5.56,7.387,750.161,57.378,23.577,319.913,21.065,6.671,163959.8+262802,164000.62+262734.0,20.36,20.35,19.32,19.06,18.57,3,0.305,0.0189,365,1,-0.12,8,2.04,20.13,5.28,44.26,28.79,25.72,1.18,Sy1.8,BL_Seyfert
587736783068987469,239.79012,35.029857,239.7901,35.02983,0.00239376362566582,18661.97,96.188,23.045,7023.205,25.104,19.136,2323.22,8.853,9.99,2520.737,12.925,15.555,155909.5+350144,155909.62+350147.4,15.99,15.72,15.51,15.35,15.09,3,0.031,0.5155,399,-0.24,-0.01,455,41.88,15.63,88.71,43.3,28.51,24.77,1.44,NLS1?_radio,NL_Seyfert
587736783608610933,245.73933,31.10305,245.7393,31.10303,0.00250943532060315,568.898,20.963,15.744,309.021,9.612,19.411,2303.656,76.563,34.444,-994,-999,11.356,162257.7+310607,162257.43+310610.9,18.77,18.4,17.88,17.42,17.41,3,0.136,0.1087,676,-0.22,0.04,103,8.85,18.32,18.77,44,28.76,25.46,1.27,-9999,Other_AGN
587736803473162258,198.89947,13.815704,198.8995,13.81569,0.000937361503319377,2144.763,89.363,25.288,619.177,18.051,19.982,185.6,5.741,8.674,613.857,25.445,13.087,131535.6+134910,131535.87+134856.5,18.34,18.17,17.95,17.67,17.67,3,0.197,0.1689,311,-0.56,0.08,53,13.1,18.09,26.89,44.52,29.2,25.98,1.23,NLS1?,NL_Seyfert
587736808307228700,220.70118,12.011186,220.7012,12.01117,0.00116624083490943,123.177,2.058,4.962,107.569,1.479,5.081,-994,-999,2.891,49.851,0.829,5.464,144248.5+120042,144248.28+120040.2,18.4,17.91,17.39,17.1,16.85,3,0.163,0.8728,350,-0.1,0.03,325,63.69,17.8,125.4,45,29.14,26.46,1.03,radio_RBS1420,Other_AGN
587736809379266750,217.00587,13.392422,217.0058,13.39242,0.00243827954742427,1146.875,43.467,22.329,301.57,11.049,16.999,1621.707,62.853,26.412,1108.908,41.808,17.242,142802.2+132335,142801.40+132332.7,20.4,19.07,18.22,17.72,17.45,3,0.129,0.0356,355,0.5,0.57,10,2.55,18.99,4.94,43.36,28.44,24.83,1.39,Sy1.9,BL_Seyfert
587736813674430929,242.58871,8.6540514,242.5887,8.65403,0.00134204230156984,247.183,13.208,13.996,59.153,2.834,5.22,139.171,7.042,22.345,201.353,10.702,11.096,161019.2+083943,161021.29+083914.5,20.02,19.52,18.85,18.46,18.18,3,0.219,0.0283,512,0.16,0.12,10,3.12,19.37,8.26,44.11,28.78,25.58,1.23,-9999,Other_AGN
587736898502459530,245.16455,26.051397,245.1645,26.05139,0.000847633623812092,813.71,17.908,32.079,168.982,3.614,20.069,278.026,6.22,31.188,573.851,12.563,31.904,162039.5+260229,162039.49+260305.0,19.92,18.36,17.73,17.34,16.97,3,0.096,0.0229,633,0.24,0.19,16,2.46,18.19,6.35,43.19,28.49,24.66,1.47,Sy2?_radio,NL_Seyfert
587736898503639075,247.47036,24.443997,247.4703,24.44397,0.00221556572425372,14275.59,136.338,33.35,3447.131,29.35,29.293,8594.603,77.329,30.44,7752.983,73.656,26.348,162952.5+242643,162952.88+242638.3,17.66,16.87,16.59,16.19,15.82,3,0.038,0.0412,502,0.94,0.18,24,4.51,16.7,11.87,42.61,28.26,24.07,1.61,Sy2?_radio,NL_Seyfert
587736899040575742,247.9983,24.627852,247.9983,24.62783,0.0013205528126031,2318.683,61.231,33.607,639.134,14.925,25.603,1371.192,33.918,51.599,565.272,14.849,24.586,163158.4+243732,163159.59+243740.2,19.05,18.18,17.69,17.41,17.14,3,0.043,0.0224,516,0.17,0.09,13,2.42,17.99,6.27,42.44,27.85,23.91,1.51,Sy1.5,BL_Seyfert
587736899576725525,246.65996,25.942578,246.66,25.94256,0.00112238338648824,1054.175,33.839,27.982,273.97,7.505,21.552,195.892,0.649,11.778,612.791,19.567,19.735,162639.0+255622,162638.39+255633.2,19.33,18.67,18.09,17.68,17.42,3,0.114,0.0336,550,0.31,0.52,16,3.5,18.5,8.85,43.5,28.53,24.96,1.37,-9999,Other_AGN
587736915675119808,211.82278,13.302442,211.8228,13.30242,0.00185961100191887,251.857,10.86,16.161,42.518,1.796,6.099,197.708,8.751,22.836,282.989,12.138,12.357,140717.1+131838,140717.46+131808.7,20.9,19.6,18.68,18.23,17.94,3,0.166,0.0271,422,0.05,0.24,8,1.93,19.52,3.75,43.49,28.46,24.95,1.35,Sy1.9,BL_Seyfert
587736916213104828,214.34495,13.391701,214.3449,13.39169,0.00184710493882472,482.251,17.478,32.767,113.961,3.975,17.544,197.865,7.256,40.728,349.896,12.614,20.4,141722.7+132333,141722.78+132330.1,19.99,18.92,18.28,17.82,17.68,3,0.089,0.0624,340,0.38,-0.21,28,4.46,18.83,8.65,43.25,28.17,24.72,1.33,Sy1.5,BL_Seyfert
587736919974215823,250.58466,22.195399,250.5846,22.19539,0.0019730358521028,-999,-999,0,10.989,0.381,1.14,-999,-999,0.003,-999,-999,0,164220.4+221132,164220.31+221143.4,19.27,19.02,18.71,18.4,18.17,6,-9999,0.1221,554,0.67,0,149,14.1,18.8,39,-9999,-9999,-9999,1.05,zunc_radio,Other_AGN
587736920509120646,247.16263,25.465534,247.1626,25.46553,0.000986997724685264,84.577,1.947,2.36,66.653,1.402,2.897,19.911,0.442,2.188,24.805,0.568,4.336,162839.1+252743,162839.03+252755.9,19.85,19.15,18.2,17.76,17.45,3,0.22,0.1197,523,0.55,0.29,120,12.61,18.99,32.1,44.71,28.94,26.17,1.06,BL?_radio_2MASXJ16283902+25275,Other_AGN
587736940369870943,211.02431,36.01343,211.0243,36.01342,0.000930865638383773,146.733,7.081,9.733,31.886,1.505,4.385,244.21,12.134,18.624,173.316,8.32,9.21,140406.4+360051,140405.83+360048.3,20.98,19.84,18.74,18.32,17.96,3,0.184,0.0813,470,-0.25,0.28,45,5.02,19.82,8.73,43.96,28.44,25.42,1.16,Sy1.9,BL_Seyfert
587736941446561862,219.29177,34.59163,219.2917,34.59161,0.00160270715011644,834.265,52.641,38.957,206.715,11.252,23.236,445.66,25.769,36.626,559.062,35.092,28.905,143710.8+343505,143710.02+343529.8,20.51,19.71,19.06,18.59,18.66,3,0.127,0.0295,585,-0.33,0.91,14,1.79,19.65,3.05,43.14,28.17,24.6,1.37,Sy1.5,BL_Seyfert
587736941982384195,216.76896,35.902656,216.769,35.90264,0.000964552530161833,1421.644,8.903,13.187,353.922,2.303,12.148,433.178,2.935,12.263,1859.71,11.585,13.283,142704.8+355354,142704.55+355409.5,18.59,16.96,16.22,15.84,15.52,3,0.029,0.0171,606,0.69,0.03,11,1.09,16.91,1.93,41.58,27.94,23.04,1.88,radio,Other_AGN
587736942528233804,238.69143,27.308545,238.6914,27.30853,0.000910711205338086,233.735,7.105,33.244,47.857,1.466,10.001,147.678,4.726,27.852,156.708,4.739,22.416,155444.7+271819,155445.94+271830.7,19.9,18.91,18.15,17.73,17.38,3,0.082,0.0171,407,1,0.39,7,1.86,18.78,4.83,42.92,28.12,24.39,1.43,Sy1.9,BL_Seyfert
587736942529085510,240.53716,26.329324,240.5371,26.32931,0.00214301664223047,6961.674,65.583,46.83,1664.672,10.93,39.967,2585.195,18.374,58.438,4258.747,39.911,26.24,160209.4+261936,160208.91+261945.5,17.29,16.88,16.68,16.31,16.2,3,0.072,0.0971,653,0.44,-0.1,102,11.3,16.67,31.54,43.62,28.84,25.08,1.44,Sy1.5_radio,BL_Seyfert
