#       0               1       2        3           4           5             6               7              8              9             10             11           12               13             14                  15                 16              17               18               19             20               21             22               23               24              25              26             27             28            29              30                    31                    32             33               34               35             36               37               38                   39                40                 41                 42                43                 44              45                46              47               48            49              50               51                  52                 53                 54                55                  56                    57                58                 59            60            61           62             63              64              65           66            67             68           69          70            71          72            73          74             75             76             77           78            79                    80             81              82           83                 84               85            86                87               88                 89                         90                        91                 92              93               94              95             96              97              98             99              100           101        102         103
    ObjectID         plate    mjd    fiberID       RA          Dec       model_mag_u     model_mag_g    model_mag_r    model_mag_i    model_mag_z      mag_fuv      mag_nuv     mmag_extinc_u     mmag_extinc_g     mmag_extinc_r     mmag_extinc_i     mmag_extinc_z      mmag_err_u      mmag_err_g      mmag_err_r      mmag_err_i      mmag_err_z      mag_err_fuv      mag_err_nuv     mag_u_dered    mag_g_dered    mag_r_dered    mag_i_dered    mag_z_dered     mag_fuv_dered_fm     mag_nuv_dered_fm        mag_ab_u        mag_ab_g        mag_ab_r        mag_ab_i        mag_ab_z        mag_u_abs          mag_g_abs          mag_r_abs          mag_i_abs          mag_z_abs        mag_fuv_abs        mag_nuv_abs         flux_u           flux_g           flux_r           flux_i           flux_z       flux_fuv       flux_nuv         flux_sca_u         flux_sca_g         flux_sca_r         flux_sca_i         flux_sca_z         flux_sca_fuv         flux_sca_nuv       flux_fuv_synth    flux_nuv_synth     R90_r        E(B-V)        S2N_r      S2N_FUV_auto     redshift      redshift_err      AV_MK     AV_GAL_synth     A_lamb_u     A_lamb_g     A_lamb_r     A_lamb_i     A_lamb_z   A_lamb_fuv   A_lamb_nuv     Dn4000_Synth   Dn4000_Obs     Morph_Type    Survey       Scaling_Factor   log10([NII]/Ha)   log10(EW(Ha))    WHAN_Class   log10([NII]/Ha)  log10([OIII]/Hb)     BPT_Class  young_pop_ratio   interm_pop_ratio   old_pop_ratio   Luminosity_Distance(Mpc)     Chi2_Goodness      Chi2_Relative_Goodness        Age          Metallicity        M2L_u           M2L_g           M2L_r           M2L_i           M2L_z        Mcor_gal        Petro_rad_r      R50_r      R50_u    fiberMag_z    H_alpha_flux
588017721179177085    1445    53062     543      176.5703    42.3418700     19.37457       18.07335       17.46093       17.13766       16.92085       21.58727     20.74687        0.10067           0.07407           0.05372           0.04074           0.02888          0.04389         0.00693         0.00609         0.00614         0.01653          0.30463          0.09715        19.27390       17.99928       17.40721       17.09693       16.89197          21.43485             20.58070             19.23390        18.00928        17.41721        17.10692        16.91197       -17.93537          -19.15999          -19.75206          -20.06235          -20.25730          -15.73441          -16.58857         17.42180         30.79948         30.80795         27.85949         23.39194      12.59466       12.98931          11.05112           19.53696           19.54233           17.67204           14.83815              7.98914              8.23947           32.85672         13.82032        3.18407     0.01919052     19.0618       3.565006       0.0613679       1.56e-04       0.0595        0.0230         0.094        0.072        0.052        0.040        0.029        0.156        0.170          1.410         1.365            3         ['AIS']         0.63433           -0.26162         1.07324            2         -0.26162             0.12852            2          0.16123            0.30255         0.53621            271.55                     0.41102                   0.13701           9.64750         -0.17640         4.23310         3.47060         2.62710         2.06910         1.67470       11.31900         5.19420       2.28680    0.87471      20.26724      265.32300
588017949349642382    1445    53062     620      177.4324    42.9940900     19.69943       18.33164       17.55030       17.06491       16.77970       21.54586     20.71855        0.10433           0.07677           0.05568           0.04222           0.02993          0.04301         0.00758         0.00579         0.00586         0.01102          0.40761          0.21528        19.59510       18.25488       17.49462       17.02270       16.74976          21.38679             20.54513             19.55510        18.26487        17.50462        17.03269        16.76977       -18.43915          -19.72938          -20.48963          -20.96156          -21.22448          -16.60746          -17.44912         12.96024         24.33926         28.42489         29.83081         26.66529      13.16470       13.42192          21.98397           41.28580           48.21609           50.60091           45.23134             22.33079             22.76710           28.89015         10.74128        2.93671     0.02002798     18.5055       2.664324       0.0880298       9.82e-05       0.0621        0.6710         0.098        0.076        0.055        0.042        0.030        0.163        0.177          1.378         1.390            3         ['AIS']         1.69626           -0.29205         1.44532            2         -0.29205            -0.41633            2          0.15619            0.30655         0.53726            397.06                     1.61456                   0.53819           9.43930          0.02730         3.41050         2.74140         2.08260         1.62950         1.31330       11.52470         4.39580       2.00300    0.97061      18.64375      651.18100
588017721179504735    1445    53062     637      177.4731    42.3047500     20.55013       18.61330       17.65370       17.22447       16.87274       24.30092     23.50499        0.09438           0.06944           0.05036           0.03819           0.02708          0.10659         0.00938         0.00673         0.00652         0.01619          0.50098          0.40055        20.45575       18.54386       17.60334       17.18628       16.84566          24.15612             23.34713             20.41575        18.55386        17.61334        17.19628        16.86566       -17.57855          -19.44044          -20.38096          -20.79802          -21.12864          -13.83818          -14.64717          5.86615         18.65140         25.71644         25.65837         24.41126       1.02726        1.01629           3.55741           11.31077           15.59522           15.56001           14.80372              0.62296              0.61631            0.67905          0.83567        2.97944     0.01823156     16.9238       2.167754       0.0880315       1.60e-04       0.0565       -0.0430         0.089        0.069        0.050        0.038        0.027        0.148        0.162          1.952         1.975            3         ['GII']         0.60643            0.00000         0.00000            0          0.00000             0.00000            0          0.00000            0.06606         0.93394            397.06                     0.58034                   0.19345           9.82480         -0.08190         6.77590         5.00640         3.60640         2.77810         2.20530       11.08600         4.04980       1.64140    0.57097      17.36927        5.04300
588017112368152680    1446    53080     535      178.8919    48.3705900     19.94591       18.35196       17.57516       17.19969       16.92287       22.02267     21.64586        0.12221           0.08992           0.06522           0.04945           0.03506          0.06407         0.00810         0.00627         0.00670         0.01531          0.49743          0.36932        19.82370       18.26204       17.50994       17.15023       16.88781          21.83760             21.44409             19.78370        18.27204        17.51994        17.16024        16.90781       -17.86913          -19.38079          -20.13289          -20.49259          -20.74502          -15.81523          -16.20874         10.49961         24.17906         28.02662         26.52437         23.48174       8.69137        5.86449           9.89564           22.78822           26.41446           24.99862           22.13101              8.19142              5.52715           38.31631         12.59762        3.41136     0.02330202     18.7101       2.183220       0.0758743       1.56e-04       0.0722        0.3080         0.114        0.088        0.063        0.049        0.035        0.189        0.206          1.500         1.502            3         ['AIS']         0.94248           -0.26662         0.91792            2         -0.26662             0.01741            2          0.21608            0.25899         0.52493            339.29                     0.24886                   0.08295           9.82630         -0.20870         7.37990         5.06740         3.65200         2.78570         2.19620       11.96230         6.39600       2.88330    1.52910      18.54759      173.55300
588297864731361298    1446    53080     633      180.5234    47.7142700     18.35088       17.50596       17.27443       17.01928       16.89479       18.84155     18.56620        0.10546           0.07759           0.05628           0.04267           0.03026          0.01772         0.00476         0.00513         0.00543         0.01470          0.12767          0.06211        18.24542       17.42837       17.21815       16.97661       16.86454          18.67735             18.38718             18.20542        17.43837        17.22815        16.98661        16.88453       -18.37097          -19.13802          -19.34824          -19.58978          -19.69186          -17.89904          -18.18921         44.92468         52.10837         36.66796         31.12412         23.99066     159.65758       97.94778          34.46740           39.97891           28.13263           23.87925           18.40627            122.49350             75.14811          205.12854         78.73043        2.73472     0.02067474     24.4717       8.506552       0.0471964       9.01e-05       0.0641        0.1560         0.101        0.078        0.056        0.043        0.031        0.168        0.183          1.190         1.127            3         ['AIS']         0.76723           -0.67960         1.74723            1         -0.67960             0.26688            1          0.54542            0.23345         0.22113            206.67                     2.82011                   0.94004           9.77990         -0.37930         4.56180         3.93890         2.99500         2.36460         1.93720       10.46250         2.89820       1.33020    1.59381      22.23432     1712.16500
588297863121404029    1449    53116      20      182.9292    46.5228300     19.43346       18.07051       17.37153       16.97812       16.75925       21.85238     20.78445        0.06427           0.04729           0.03430           0.02601           0.01844          0.03275         0.00716         0.00546         0.02089         0.01222          0.12804          0.06263        19.36919       18.02322       17.33723       16.95211       16.74081          21.75359             20.67674             19.32919        18.03322        17.34723        16.96211        16.76081       -15.83347          -17.12944          -17.81543          -18.20055          -18.40185          -13.40908          -14.48592         15.95795         30.12780         32.85903         31.83443         26.88625       9.39061       11.88968          22.69107           42.83960           46.72322           45.26631           38.23034             13.35278             16.90628           66.14848         23.80478        2.75156     0.01243908     24.8504       8.481964       0.0250297       7.62e-05       0.0386        0.4360         0.061        0.047        0.034        0.026        0.019        0.101        0.110          1.366         1.317            3         ['GII']         1.42193           -0.53143         1.51726            1         -0.53143             0.03700            1          0.27732            0.01444         0.70823            107.78                     0.41130                   0.13710           9.55360          0.04960         3.94350         3.03610         2.27380         1.78440         1.42740       11.12410         3.51000       1.61410   11.04636      23.48353      824.03900
588017111295262844    1449    53116     489      181.8196    47.5409500     19.07595       17.90123       17.35977       16.99261       16.80215       20.97658     20.12564        0.09532           0.07013           0.05087           0.03857           0.02735          0.03239         0.00738         0.00570         0.00608         0.01746          0.28575          0.13903        18.98063       17.83109       17.30890       16.95404       16.77481          20.82860             19.96431             18.94063        17.84110        17.31890        16.96404        16.79480       -19.20909          -20.30862          -20.83082          -21.18568          -21.35492          -17.32111          -18.18540         22.82448         35.95965         33.72770         31.77789         26.05759      22.01339       22.91619          27.97560           44.07517           41.33951           38.94965           31.93837             26.98146             28.08800          124.43381         42.39229        3.33966     0.01863166     22.2495       3.800535       0.0941576       5.24e-05       0.0578        0.5900         0.091        0.070        0.051        0.039        0.028        0.151        0.165          1.241         1.206            3         ['AIS']         1.22568           -0.42078         1.47651            1         -0.42078            -0.38573            1          0.42636            0.28407         0.28957            426.52                     0.18744                   0.06248           8.63990         -0.68010         0.84660         1.32940         1.37880         1.22500         1.08910       10.80210         6.58530       2.79460    0.33651      20.58369      690.36700
588017721718079491    1450    53120     411      182.6887    43.0257800     18.84693       17.95151       17.63170       17.32076       17.23757       19.83428     19.46959        0.07953           0.05852           0.04244           0.03218           0.02282          0.02580         0.00639         0.00642         0.00722         0.01660          0.17538          0.09362        18.76740       17.89299       17.58926       17.28858       17.21475          19.71188             19.33614             18.72740        17.90299        17.59926        17.29858        17.23475       -18.55887          -19.38328          -19.68701          -19.98769          -20.05152          -17.57439          -17.95012         27.77749         33.96718         26.05210         23.35119         17.37618      61.57114       40.87048          21.83392           26.69920           20.47772           18.35472           13.65819             48.39673             32.12540          132.15141         47.68905        2.77288     0.01541164     20.5789       6.192163       0.0646120       7.20e-05       0.0478        0.1590         0.075        0.058        0.042        0.032        0.023        0.125        0.137          1.201         1.149            3         ['AIS']         0.78603           -0.56312         1.77354            1         -0.56312             0.11994            1          0.39089            0.18690         0.42220            286.58                     0.98542                   0.32847           9.52890         -0.38170         3.71290         3.31350         2.57150         2.01010         1.62310       11.56790         4.97220       2.19160    0.80072      15.86254     1202.74300
588017721718472744    1450    53120     497      183.9688    42.9532200     18.62538       17.80971       17.44084       17.13863       16.95148       19.31823     18.69099        0.07855           0.05780           0.04192           0.03179           0.02254          0.02236         0.00589         0.00564         0.00634         0.01466          0.15382          0.06981        18.54682       17.75191       17.39892       17.10684       16.92894          19.19756             18.55943             18.50683        17.76191        17.40892        17.11684        16.94894       -19.77664          -20.52156          -20.87455          -21.16663          -21.33453          -19.08591          -19.72404         34.03463         38.68044         31.04408         27.60610         22.60884      98.87935       83.57872          37.25684           42.34250           33.98317           30.21970           24.74932            108.24071             91.49150          203.27656         73.04026        3.45733     0.01519393     22.0769       7.060237       0.0997507       4.21e-05       0.0471        0.4480         0.074        0.057        0.041        0.032        0.023        0.123        0.135          1.171         1.129            3         ['AIS']         1.09467           -0.52574         1.81170            1         -0.52574            -0.05909            1          0.48865            0.35964         0.15170            453.62                     1.73817                   0.57939           9.85900          0.07550         7.11920         4.52440         3.12470         2.31490         1.78980       11.90200         4.67990       1.39910    0.23931      21.88881     1500.40600
588017722255278164    1450    53120     506      183.7599    43.3373300     19.81372       18.31786       17.62950       17.26309       16.97731       21.98849     21.49089        0.07642           0.05623           0.04078           0.03092           0.02192          0.06074         0.00792         0.00646         0.00681         0.01559          0.14113          0.08568        19.73730       18.26163       17.58872       17.23216       16.95538          21.86933             21.36098             19.69730        18.27163        17.59872        17.24217        16.97539       -16.78893          -18.21460          -18.88751          -19.24406          -19.51084          -14.61690          -15.12525         11.36928         24.18819         26.06506         24.59649         22.06471       8.44105        6.33106           9.70344           20.64410           22.24597           20.99257           18.83176              7.20426              5.40342           26.55990          9.97153        3.19106     0.01500349     18.8408       7.694849       0.0453397       1.80e-04       0.0465        0.2090         0.073        0.057        0.041        0.031        0.023        0.122        0.133          1.501         1.509            3         ['GII']         0.85348           -0.47617         0.85896            1         -0.47617             0.53066            2          0.11744            0.05596         0.82660            198.26                     0.34211                   0.11404           9.13300         -0.36960         1.97900         2.09590         1.78480         1.48780         1.26150       11.13310         5.34400       2.31400    1.71291      18.59770      136.27000
588017625081184336    1450    53120     515      183.5966    43.7781300     18.84070       17.66146       17.10773       16.77491       16.56157       19.84718     19.81018        0.07183           0.05285           0.03833           0.02907           0.02061          0.02188         0.00544         0.00445         0.00465         0.00963          0.17139          0.11727        18.76887       17.60861       17.06939       16.74584       16.54096          19.73649             19.68950             18.72887        17.61861        17.07940        16.75584        16.56096       -17.64908          -18.75934          -19.29855          -19.62211          -19.81699          -16.64146          -16.68845         27.73991         44.13788         42.05201         38.49507         32.31992      60.19116       29.51662          20.58227           32.74914           31.20148           28.56232           23.98052             44.66025             21.90055           93.67165         34.14163        3.13530     0.01393709     24.2153       6.336489       0.0432034       9.48e-05       0.0432        0.0830         0.068        0.053        0.038        0.029        0.021        0.113        0.123          1.389         1.326            3         ['AIS']         0.74197           -0.33223         1.30029            2         -0.33223            -0.14637            2          0.29457            0.02771         0.67772            188.62                     0.65730                   0.21910           9.87010          0.04020         8.93180         6.01730         4.13540         3.08930         2.37880       11.60860         3.61360       1.57890    1.76595      18.33204      639.37800
588017948278456450    1450    53120     619      185.4906    42.4919100     19.49369       18.06138       17.34717       16.98760       16.72980       21.71801     20.90751        0.10995           0.08090           0.05868           0.04449           0.03155          0.03824         0.00713         0.00552         0.00540         0.01206          0.44011          0.22529        19.38373       17.98047       17.28849       16.94311       16.69825          21.54940             20.72369             19.34374        17.99048        17.29849        16.95311        16.71825       -17.25445          -18.60771          -19.29970          -19.64508          -19.87994          -15.04880          -15.87451         15.74552         31.33744         34.36772         32.09941         27.96110      11.33363       11.38657          17.27750           34.38646           37.71159           35.22258           30.68162             12.43635             12.49445           42.19731         14.21960        2.98093     0.02122978     24.1879       2.467553       0.0476564       1.81e-04       0.0658        0.3090         0.104        0.080        0.058        0.044        0.032        0.172        0.188          1.511         1.482            3         ['AIS']         1.09730           -0.27868         1.04642            2         -0.27868            -0.24098            2          0.11776            0.14985         0.73239            208.76                     0.80927                   0.26976           8.28550         -1.30730         0.68040         1.33120         1.45930         1.32620         1.19560       10.58020         6.01200       2.89220    0.95551      19.66924      330.80100
588017110759571515    1451    53117      63      185.7771    47.2266600     19.33212       18.18155       17.68732       17.36870       17.20505       20.71155     19.63764        0.07082           0.05211           0.03779           0.02866           0.02032          0.03797         0.00715         0.00657         0.00710         0.02021          0.02136          0.01323        19.26130       18.12945       17.64953       17.34005       17.18473          20.60233             19.51856             19.22130        18.13944        17.65953        17.35004        17.20473       -17.89643          -18.97829          -19.45820          -19.76769          -19.91300          -16.51541          -17.59917         17.62516         27.31992         24.64534         22.27025         17.86332      27.11427       34.54959          13.83980           21.45243           19.35226           17.48727           14.02682             21.29094             27.12938           86.19916         27.71102        3.38129     0.01375238     16.7666      50.843860       0.0599891       7.90e-05       0.0426        0.2800         0.067        0.052        0.037        0.029        0.021        0.112        0.122          1.260         1.185            3         ['DIS']         0.78523           -0.51188         1.59756            1         -0.51188            -0.26476            1          0.33735            0.17342         0.48924            265.18                     0.21829                   0.07276           8.88980         -0.64820         1.44050         1.90650         1.72670         1.45620         1.24620       11.11970         9.11050       3.88870    1.21925      18.70027      597.17900
588298664110653498    1451    53117     538      185.1108    48.2627400     18.49475       17.51193       17.11486       16.75279       16.64225       19.97233     19.23321        0.07111           0.05232           0.03795           0.02878           0.02040          0.02075         0.00522         0.00495         0.00528         0.01153          0.01679          0.00859        18.42365       17.45961       17.07692       16.72401       16.62185          19.86131             19.11218             18.38364        17.46961        17.08691        16.73401        16.64185       -19.66395          -20.57798          -20.96068          -21.31358          -21.40574          -18.18628          -18.93541         38.12387         50.63041         41.76214         39.27689         29.99952      53.65417       50.23393          47.29819           62.81437           51.81200           48.72869           37.21875             66.56578             62.32248          230.55529         80.06159        3.03014     0.01397824     25.4874      64.663990       0.0900881       3.81e-05       0.0433        0.5310         0.068        0.053        0.038        0.029        0.021        0.114        0.124          1.175         1.156            3         ['DIS']         1.24065           -0.49287         1.79027            1         -0.49287            -0.21762            1          0.52266            0.23853         0.23881            406.93                     1.26471                   0.42157           9.15930         -0.44440         2.91620         2.99700         2.42200         1.93980         1.58310       10.30970         3.25180       1.44180 -9999.00000      21.96796     1902.58200
588017947205369958    1452    53112      51      187.4701    41.5698800     18.91919       17.80714       17.24111       16.84818       16.66929       20.60498     19.91589        0.11798           0.08681           0.06296           0.04774           0.03385          0.02714         0.00688         0.00644         0.00630         0.01224          0.04826          0.02164        18.80121       17.72033       17.17814       16.80043       16.63544          20.42216             19.71657             18.76121        17.73033        17.18815        16.81044        16.65544       -19.24163          -20.27251          -20.81469          -21.19240          -21.34740          -17.58068          -18.28627         26.92582         39.82204         38.04405         36.60708         29.62636      32.00855       28.78982          30.45754           45.04527           43.03408           41.40863           33.51228             36.20693             32.56603          130.28181         43.99344        3.30770     0.02301929     22.8365      22.501750       0.0883581       4.45e-05       0.0714        0.4810         0.113        0.087        0.063        0.048        0.035        0.187        0.204          1.255         1.235            3         ['NGS']         1.13116           -0.38299         1.62820            2         -0.38299            -0.38821            1          0.35545            0.33160         0.31294            398.63                     0.76404                   0.25468           9.72760         -0.14030         6.58430         5.16780         3.74310         2.84220         2.22850       11.35950         4.19470       1.84040   18.66280      17.52534     1160.96000
588017947205304417    1452    53112      60      187.1831    41.5869800     18.77460       17.77724       17.40400       17.15251       17.03154       20.04480     19.57105        0.09698           0.07136           0.05175           0.03924           0.02782          0.02442         0.00699         0.00628         0.00702         0.01845          0.03842          0.01701        18.67762       17.70588       17.35225       17.11326       17.00372          19.89577             19.40858             18.63762        17.71588        17.36225        17.12327        17.02372       -17.92573          -18.84747          -19.20110          -19.44008          -19.53963          -16.66758          -17.15477         30.17206         40.35557         32.40759         27.44310         21.10407      51.97792       38.23281          26.95856           36.05747           28.95600           24.52025           18.85637             46.44197             34.16080          112.80633         41.39815        3.22666     0.01876387     21.5073      28.265810       0.0469234       8.22e-05       0.0582        0.3950         0.092        0.071        0.051        0.039        0.028        0.152        0.166          1.208         1.133            3         ['NGS']         0.89349           -0.58922         1.62032            1         -0.58922            -0.10619            1          0.46642            0.33633         0.19726            205.43                     2.48242                   0.82747           6.59210         -0.78330         0.03520         0.14050         0.24780         0.26940         0.27960        7.26270         1.95080       1.01360    0.85216      15.89383      838.95000
588017948278325344    1452    53112     399      184.9428    42.4670400     20.35583       18.37479       17.43657       17.02184       16.67293       22.18019     22.16578        0.11435           0.08414           0.06102           0.04627           0.03281          0.07531         0.00872         0.00595         0.00580         0.01227          0.47601          0.45338        20.24148       18.29066       17.37555       16.97557       16.64012          22.00321             21.97283             20.20148        18.30065        17.38555        16.98557        16.66012       -18.05442          -19.95525          -20.87035          -21.27033          -21.59578          -16.25268          -16.28306          7.14597         23.55025         31.71953         31.15395         29.49893       7.46180        3.60357           6.48372           21.36774           28.77994           28.26677           26.76513              6.77028              3.26961            9.67444          4.25027        3.00323     0.02228317     21.2517       2.281484       0.0985726       1.44e-04       0.0691        0.1890         0.109        0.084        0.061        0.047        0.033        0.181        0.197          1.753         1.737            3         ['AIS']         0.90733            0.08999         0.26787            4          0.00000             0.00000            0          0.04692            0.11291         0.84017            447.90                     0.83393                   0.27798           8.18350         -0.71500         0.35160         0.67300         0.75210         0.69250         0.62670       10.48040         3.94130       1.96520    1.76179      18.82664       53.91100
588017722256195624    1452    53112     450      186.6693    43.3876800     19.74557       18.28854       17.52455       17.10228       16.85106       20.93016     20.96785        0.10649           0.07835           0.05683           0.04309           0.03055          0.06772         0.00852         0.00658         0.00678         0.01648          0.30950          0.24443        19.63908       18.21019       17.46772       17.05919       16.82051          20.77083             20.79415             19.59908        18.22019        17.47772        17.06919        16.84051       -17.72931          -19.10820          -19.85067          -20.25920          -20.48788          -16.55756          -16.53425         12.44575         25.36176         29.13794         28.84464         24.98333      23.21643       10.67108          11.51973           23.47475           26.96996           26.69848           23.12447             21.48903              9.87711           41.35804         13.51073        3.28967     0.02006087     18.9661       3.508871       0.0658199       9.35e-05       0.0622        0.3190         0.098        0.076        0.055        0.042        0.030        0.163        0.178          1.444         1.384            3         ['AIS']         0.92560           -0.33119         1.26278            2         -0.33119            -0.45176            1          0.17624            0.13990         0.68386            292.20                     0.41302                   0.13767           9.63380         -0.18160         6.68320         5.56180         3.96980         2.99830         2.33880       11.10110         6.72860       2.38220    0.96636      18.07113      362.59200
588017721719390330    1452    53112     518      186.8909    42.9598200     19.15255       17.84771       17.20572       16.83970       16.60261       20.96920     20.41339        0.11503           0.08464           0.06138           0.04655           0.03300          0.03274         0.00614         0.00513         0.00554         0.01139          0.34327          0.17290        19.03752       17.76308       17.14433       16.79316       16.56960          20.79262             20.22088             18.99752        17.77307        17.15434        16.80315        16.58961       -18.63574          -19.86019          -20.47892          -20.83011          -21.04365          -16.84064          -17.41238         21.65933         38.28489         39.24739         36.85370         31.47823      22.75509       18.09314          19.72953           34.87380           35.75054           33.57012           28.67359             20.72766             16.48109           94.86472         31.55354        3.38497     0.02223254     23.8222       3.163658       0.0752284       8.03e-05       0.0689        0.2330         0.109        0.084        0.061        0.046        0.033        0.181        0.197          1.360         1.340            3         ['AIS']         0.91090           -0.39967         1.36010            2         -0.39967            -0.36562            1          0.21657            0.20126         0.58216            336.24                     0.15665                   0.05222           9.99730         -0.17540         8.89750         6.04090         4.19120         3.08610         2.39890       12.10110         7.53150       2.89840    0.66326      16.77526      698.31400
588298661963563121    1453    53084     300      186.4472    46.5235200     20.09652       18.28634       17.43939       17.06267       16.81144       23.89579     22.81467        0.06072           0.04468           0.03241           0.02457           0.01742          0.05811         0.01023         0.00801         0.00860         0.01508          0.28487          0.32113        20.03579       18.24166       17.40699       17.03809       16.79402          23.80197             22.71239             19.99580        18.25166        17.41698        17.04810        16.81402       -18.00727          -19.75141          -20.58609          -20.95497          -21.18905          -14.20110          -15.29069          8.63640         24.63721         30.81448         29.41041         25.60037       1.42344        1.82353           5.99608           17.10510           21.39386           20.41904           17.77381              0.98827              1.26604           26.38702         10.38947        2.99665     0.01181262     20.2926       3.812330       0.0883671       1.34e-04       0.0366        0.0310         0.058        0.045        0.032        0.025        0.018        0.096        0.105          1.673         1.725            3         ['MIS']         0.69428            0.00000         0.00000            0          0.00000             0.00000            0          0.14154            0.02570         0.83276            398.67                     0.36193                   0.12064           9.92850         -0.37070         5.54610         4.13030         3.06950         2.40130         1.93820       11.66050         5.11590       2.13670    0.52027      18.92543     -994.00000
588017948279767157    1454    53090     148      189.3910    42.2625200     19.28634       17.84951       17.11097       16.75096       16.47259       21.21884     20.75003        0.08754           0.06441           0.04672           0.03542           0.02512          0.03418         0.00678         0.00508         0.00495         0.01209          0.35900          0.19454        19.19880       17.78510       17.06425       16.71553       16.44748          21.08350             20.60248             19.15880        17.79510        17.07425        16.72554        16.46747       -18.37693          -19.74063          -20.46148          -20.81019          -21.06826          -16.45224          -16.93326         18.66951         37.51591         42.25195         39.58449         35.22624      17.40718       12.73139          16.85696           33.87363           38.14987           35.74138           31.80625             15.71718             11.49535           35.87362         15.60501        3.20268     0.01704064     26.6699       3.025045       0.0720870       1.50e-04       0.0528        0.1350         0.083        0.064        0.046        0.036        0.026        0.138        0.151          1.488         1.464            3         ['AIS']         0.90291           -0.27897         0.90428            2         -0.27897            -0.30033            2          0.14402            0.09602         0.75996            321.47                     0.97325                   0.32442           7.10000          0.39790         0.61520         1.82570         2.09090         1.45910         1.03590        7.85460         1.55530       0.77950    5.53824      18.30435      302.47300
588298661964611585    1455    53089     282      189.7642    46.3560900     18.62902       17.73774       17.41416       17.16003       17.07353       19.88931     19.68376        0.08560           0.06298           0.04568           0.03464           0.02456          0.02425         0.00653         0.00637         0.00704         0.01820          0.10392          0.05433        18.54342       17.67475       17.36847       17.12539       17.04897          19.75696             19.53947             18.50342        17.68476        17.37848        17.13539        17.06897       -18.15463          -18.97329          -19.27957          -19.52266          -19.58908          -16.90109          -17.11858         34.14169         41.52900         31.92675         27.13845         20.24260      59.06687       33.89062          22.47852           27.34224           21.02023           17.86766           13.32751             38.88899             22.31321          144.69725         50.31851        3.46627     0.01666404     20.0229      10.450090       0.0489414       8.10e-05       0.0517        0.2250         0.082        0.063        0.045        0.035        0.025        0.135        0.148          1.216         1.103            3         ['AIS']         0.65839           -0.58199         1.89948            1         -0.58199            -0.01953            1          0.45375            0.30500         0.24125            214.59                     1.06074                   0.35358           9.74520         -0.22550         5.67980         4.58710         3.39290         2.59330         2.06430       11.32860         7.17010       2.78680    0.75657      18.02678     1522.01700
588298664648966272    1455    53089     375      190.1169    48.5224500     19.36013       18.19738       17.63892       17.24747       17.07140       20.82299     20.42452        0.06991           0.05144           0.03731           0.02829           0.02006          0.03858         0.00808         0.00646         0.00703         0.01754          0.13996          0.07909        19.29022       18.14594       17.60161       17.21918       17.05134          20.71300             20.30461             19.25022        18.15594        17.61161        17.22918        17.07134       -18.02162          -19.11590          -19.66023          -20.04266          -20.20050          -16.55883          -16.96723         17.16188         26.90788         25.75744         24.89253         20.19846      24.48649       16.75031          22.78914           35.73077           34.20312           33.05461           26.82138             32.51542             22.24261           82.81067         25.98609        2.68529     0.01384825     10.4720       7.759485       0.0642032       1.08e-04       0.0429        0.4690         0.068        0.052        0.038        0.029        0.021        0.113        0.123          1.256         1.221            3         ['AIS']         1.32789            0.00000         0.00000            0          0.00000             0.00000            0          0.22981            0.33519         0.43500            284.69                     0.28037                   0.09346           9.65800         -0.27190         5.00450         4.34270         3.22670         2.50180         2.00370       11.34490        17.80660       8.59440    0.72664      18.67269     -999.00000
588298663575879683    1455    53089     546      192.1366    47.6782800     18.48607       17.64552       17.32103       17.16081       17.00297       19.28876     19.19406        0.05978           0.04398           0.03190           0.02419           0.01715          0.02119         0.00504         0.00512         0.00575         0.01738          0.08439          0.04596        18.42629       17.60154       17.28913       17.13663       16.98582          19.20108             19.09847             18.38629        17.61154        17.29913        17.14662        17.00582       -16.72297          -17.49772          -17.81013          -17.96264          -18.10344          -15.90818          -16.01079         38.03093         44.42623         34.34747         26.85920         21.45489      98.55893       50.87207          29.29835           34.22518           26.46068           20.69185           16.52846             75.92804             39.19094          107.75574         41.04053        2.74318     0.01103968     22.7861      12.868530       0.0244329       7.57e-05       0.0342        0.2060         0.054        0.042        0.030        0.023        0.017        0.090        0.098          1.249         1.176            3         ['AIS']         0.77038           -0.80779         1.62086            1         -0.80779             0.20523            1          0.35302            0.44554         0.20144            105.16                     1.41805                   0.47268           9.48720         -0.19870         3.98350         3.69570         2.80260         2.17880         1.74530       10.66790         2.91100       1.36610 -9999.00000   -9999.00000      928.14300
