#       0               1       2        3           4           5             6               7              8              9             10             11           12               13             14                  15                 16              17               18               19             20               21             22               23               24              25              26             27             28            29              30                    31                    32             33               34               35             36               37               38                   39                40                 41                 42                43                 44              45                46              47               48            49              50               51                  52                 53                 54                55                  56                    57                58                 59            60            61           62             63              64              65           66            67             68           69          70            71          72            73          74             75             76             77           78            79                    80             81              82           83                 84               85            86                87               88                 89                         90                        91                 92              93               94              95             96              97              98             99              100           101        102         103
    ObjectID         plate    mjd    fiberID       RA          Dec       model_mag_u     model_mag_g    model_mag_r    model_mag_i    model_mag_z      mag_fuv      mag_nuv     mmag_extinc_u     mmag_extinc_g     mmag_extinc_r     mmag_extinc_i     mmag_extinc_z      mmag_err_u      mmag_err_g      mmag_err_r      mmag_err_i      mmag_err_z      mag_err_fuv      mag_err_nuv     mag_u_dered    mag_g_dered    mag_r_dered    mag_i_dered    mag_z_dered     mag_fuv_dered_fm     mag_nuv_dered_fm        mag_ab_u        mag_ab_g        mag_ab_r        mag_ab_i        mag_ab_z        mag_u_abs          mag_g_abs          mag_r_abs          mag_i_abs          mag_z_abs        mag_fuv_abs        mag_nuv_abs         flux_u           flux_g           flux_r           flux_i           flux_z       flux_fuv       flux_nuv         flux_sca_u         flux_sca_g         flux_sca_r         flux_sca_i         flux_sca_z         flux_sca_fuv         flux_sca_nuv       flux_fuv_synth    flux_nuv_synth     R90_r        E(B-V)        S2N_r      S2N_FUV_auto     redshift      redshift_err      AV_MK     AV_GAL_synth     A_lamb_u     A_lamb_g     A_lamb_r     A_lamb_i     A_lamb_z   A_lamb_fuv   A_lamb_nuv     Dn4000_Synth   Dn4000_Obs     Morph_Type    Survey       Scaling_Factor   log10([NII]/Ha)   log10(EW(Ha))    WHAN_Class   log10([NII]/Ha)  log10([OIII]/Hb)     BPT_Class  young_pop_ratio   interm_pop_ratio   old_pop_ratio   Luminosity_Distance(Mpc)     Chi2_Goodness      Chi2_Relative_Goodness        Age          Metallicity        M2L_u           M2L_g           M2L_r           M2L_i           M2L_z        Mcor_gal        Petro_rad_r      R50_r      R50_u    fiberMag_z    H_alpha_flux
587726016157057091     533    51994     334      212.8838     2.9545270     18.75907       17.94077       17.64704       17.34359       17.26580       19.74214     19.20046        0.19681           0.14481           0.10503           0.07964           0.05647          0.02471         0.00671         0.00646         0.00828         0.03030          0.05319          0.02841        18.56226       17.79596       17.54201       17.26395       17.20933          19.44193             18.87316             18.52226        17.80596        17.55201        17.27395        17.22933       -19.12188          -19.83818          -20.09213          -20.37019          -20.41481          -18.20221          -18.77097         33.55436         37.14253         27.21089         23.88697         17.46314      78.95077       62.60394          39.49405           43.71738           32.02768           28.11537           20.55441             92.92639             73.68590          211.89183         70.19676        2.82265     0.03779925     19.3993      20.417450       0.0755867       7.70e-05       0.1172        0.4220         0.185        0.143        0.103        0.079        0.057        0.307        0.335          1.159         1.120            3         ['MIS']         1.17702           -0.63459         1.91392            1         -0.63459             0.08359            1          0.63843            0.17014         0.19142            337.93                     2.44066                   0.81355           9.63520          0.19150        10.79800         6.81570         4.63170         3.36040         2.54400       12.25030         3.25090       1.63540    0.48523      21.56018     1793.44400
587726032800710867     533    51994     628      215.0367     2.2976370     18.98557       17.97190       17.47283       17.12387       16.94049       20.47365     19.39790        0.17469           0.12853           0.09322           0.07069           0.05012          0.03277         0.00795         0.00754         0.00744         0.01981          0.16026          0.09583        18.81089       17.84336       17.37960       17.05319       16.89037          20.20604             19.10615             18.77088        17.85337        17.38961        17.06318        16.91037       -18.07768          -18.99519          -19.45895          -19.78538          -19.93819          -16.64252          -17.74241         26.68707         35.55555         31.60114         29.00475         23.42644      39.05811       50.51355          25.56807           34.06469           30.27609           27.78856           22.44415             37.42038             48.39549          104.28414         33.16441        2.92057     0.03369425     22.6441       6.776512       0.0532585       8.64e-05       0.1045        0.3670         0.165        0.127        0.092        0.070        0.051        0.274        0.299          1.268         1.234            3         ['AIS']         0.95807           -0.48345         1.60439            1         -0.48345            -0.56532            1          0.35530            0.29830         0.34640            234.27                     0.32840                   0.10947           8.65810         -0.91890         0.58990         0.95880         0.99960         0.91570         0.84840        9.77890        14.48820       6.30510    0.02676      19.28017      870.12400
587726031727493287     534    51997      59      216.1565     1.3183050     18.89775       18.00207       17.61342       17.29253       17.16688       20.46560     20.00235        0.15124           0.11128           0.08071           0.06120           0.04339          0.03717         0.00736         0.00722         0.00789         0.02045          0.23855          0.13973        18.74651       17.89079       17.53271       17.23133       17.12349          20.23230             19.74800             18.70651        17.90079        17.54271        17.24133        17.14349       -18.90100          -19.70672          -20.06480          -20.36618          -20.46402          -17.37521          -17.85951         28.31711         34.03607         27.44497         24.61553         18.89984      38.12473       27.96825          21.02594           25.27236           20.37836           18.27745           14.03346             28.30826             20.76690          103.14838         38.82072        3.42386     0.02937417     20.6569       4.552468       0.0743866       7.39e-05       0.0911        0.2090         0.144        0.111        0.080        0.061        0.044        0.239        0.260          1.216         1.171            3         ['AIS']         0.74252           -0.61331         1.72078            1         -0.61331             0.05931            1          0.41586            0.27900         0.30514            332.28                     0.65999                   0.22000           9.91160         -0.19500         7.42200         5.12940         3.63870         2.76880         2.17280       11.40360         6.12020       2.49730 -9999.00000      19.14481      991.41400
587726032800448742     534    51997     352      214.3999     2.2738830     18.75211       17.72716       17.28120       16.91351       16.77932       20.43554     19.96431        0.23179           0.17055           0.12370           0.09380           0.06650          0.03073         0.00821         0.00796         0.00630         0.01960          0.26142          0.08919        18.52032       17.55661       17.15750       16.81972       16.71281          20.08537             19.58254             18.48032        17.56661        17.16750        16.82971        16.73282       -19.17507          -20.08878          -20.48789          -20.82568          -20.92257          -17.57002          -18.07285         34.87586         46.30325         38.77455         35.96310         27.58838      43.64968       32.57237          30.08856           39.94734           33.45209           31.02656           23.80141             37.65802             28.10127          176.20320         55.66986        3.38453     0.04408989     24.5030       4.154208       0.0759592       8.09e-05       0.1367        0.3670         0.216        0.166        0.120        0.092        0.066        0.358        0.391          1.213         1.193            3         ['AIS']         0.86273           -0.46589         1.64971            1         -0.46589            -0.43608            1          0.37606            0.31348         0.31045            339.69                     0.65631                   0.21877           8.86350         -0.60640         1.10950         1.39060         1.31890         1.13610         0.99000       11.13080         6.07930       2.63170    3.73112      19.45659     1081.05700
587726015620907236     534    51997     392      214.6130     2.4762310     19.37189       18.20833       17.64695       17.27600       17.04359       20.73988     20.20202        0.19390           0.14267           0.10348           0.07846           0.05563          0.05147         0.00907         0.00895         0.01196         0.02776          0.14486          0.07889        19.17799       18.06566       17.54348       17.19753       16.98796          20.43979             19.87486             19.13799        18.07566        17.55347        17.20754        17.00796       -18.91361          -19.97594          -20.49813          -20.84406          -21.04364          -17.61181          -18.17674         19.03080         28.97287         27.17433         25.39365         21.41264      31.49280       24.88423          14.62668           22.26795           20.88563           19.51703           16.45731             24.20472             19.12551           63.40246         22.16005        3.47935     0.03778382     17.8534       7.496946       0.0902449       9.61e-05       0.1171        0.4030         0.185        0.142        0.103        0.079        0.057        0.307        0.335          1.304         1.283            3         ['AIS']         0.76858           -0.47280         1.35834            1         -0.47280            -0.47462            1          0.37319            0.22453         0.40227            407.68                     0.17255                   0.05752           7.83190         -0.99130         0.21460         0.49300         0.63220         0.63390         0.63050        8.80570         8.06490       3.73600    0.69720      18.90312      367.27400
587726016158367997     534    51997     447      215.9448     2.7880870     19.06807       17.92258       17.48578       17.18352       17.03011       20.77105     19.96008        0.16175           0.11901           0.08632           0.06545           0.04641          0.03656         0.00741         0.00743         0.00904         0.02178          0.14171          0.07268        18.90633       17.80357       17.39947       17.11807       16.98370          20.52203             19.68859             18.86632        17.81357        17.40946        17.12807        17.00370       -17.93599          -18.98874          -19.39285          -19.67424          -19.79861          -16.28029          -17.11372         24.44134         36.88310         31.02864         27.32204         21.49682      29.19557       29.54140          14.49906           21.87975           18.40678           16.20795           12.75232             17.31936             17.52451          104.96962         38.07982        3.16600     0.03135417     18.4028       7.663281       0.0521779       7.81e-05       0.0972        0.1720         0.153        0.118        0.085        0.065        0.047        0.255        0.278          1.239         1.203            3         ['AIS']         0.59322           -0.48318         1.50725            1         -0.48318            -0.32787            1          0.42223            0.22460         0.35317            229.33                     0.26559                   0.08853           9.45940         -0.05090         3.14180         2.48480         1.94450         1.57700         1.30270       11.45300         5.83300       2.67180 -9999.00000      19.81599      548.06200
587726033874911377     534    51997     455      216.0220     3.1909430     19.30220       18.12980       17.59501       17.22302       17.04548       20.50793     20.26571        0.15683           0.11539           0.08369           0.06346           0.04500          0.04115         0.00718         0.00717         0.00790         0.01713          0.13835          0.08275        19.14537       18.01440       17.51131       17.15956       17.00048          20.25901             19.99433             19.10537        18.02441        17.52132        17.16956        17.02048       -17.83453          -18.91549          -19.41858          -19.77034          -19.91942          -16.68090          -16.94557         19.61124         30.37326         27.99102         26.29766         21.16714      37.19851       22.29133          34.58913           53.57055           49.36890           46.38225           37.33335             65.60851             39.31612          149.34782         44.03447        2.73673     0.03134174     23.9657       7.849831       0.0554565       7.98e-05       0.0972        0.5910         0.153        0.118        0.085        0.065        0.047        0.255        0.278          1.223         1.220            3         ['AIS']         1.76374           -0.54886         1.58387            1         -0.54886            -0.19335            1          0.43271            0.16876         0.39853            244.33                     0.50457                   0.16819           8.27500         -0.93190         0.34710         0.60100         0.69000         0.66430         0.63220        9.97250         5.18950       2.45590    5.32532      18.26250      905.68500
587726033337974954     534    51997     509      215.8871     2.6004580     20.50689       18.51036       17.62337       17.17567       16.82336       23.38770     22.25334        0.15443           0.11363           0.08241           0.06249           0.04431          0.09644         0.00942         0.00652         0.00702         0.01390          0.39216          0.22146        20.35246       18.39673       17.54096       17.11318       16.77905          23.14959             21.99375             20.31246        18.40673        17.55096        17.12318        16.79905       -17.31559          -19.22132          -20.07709          -20.50487          -20.82900          -14.47846          -15.63430          6.45162         21.35814         27.23722         27.44537         25.95579       2.59592        3.53482           4.77115           15.79492           20.14266           20.29659           19.19500              1.91975              2.61409           24.67818          8.11461        2.85450     0.02997980     25.8548       2.769243       0.0750574       1.72e-04       0.0929       -0.0100         0.147        0.113        0.082        0.063        0.045        0.244        0.266          1.797         1.913            3         ['MIS']         0.73953            0.00000         0.00000            0          0.00000             0.00000            0          0.08824            0.00162         0.91014            335.44                     1.00614                   0.33538           9.95760          0.04460         9.19010         5.71150         3.91840         2.93380         2.27480       11.64680         6.09020       2.51290 -9999.00000      20.11860       35.57200
587726031731163344     538    52029      67      224.5425     1.2179470     19.05921       17.97479       17.46202       17.04599       16.86435       20.72994     19.99360        0.23999           0.17658           0.12807           0.09711           0.06885          0.04124         0.01010         0.00984         0.00715         0.01683          0.23774          0.08752        18.81922       17.79820       17.33395       16.94888       16.79550          20.35751             19.58757             18.77922        17.80821        17.34395        16.95888        16.81550       -19.21290          -20.18391          -20.64817          -21.03324          -21.17662          -17.63461          -18.40455         26.48287         37.06564         32.95845         31.92928         25.56550      33.97219       32.42195          24.96695           34.94395           31.07187           30.10161           24.10210             32.02758             30.56608          167.83516         55.79033        3.25818     0.04689215     21.9665       4.568070       0.0879485       8.58e-05       0.1454        0.3810         0.229        0.177        0.128        0.098        0.070        0.381        0.415          1.205         1.173            3         ['AIS']         0.94276           -0.44838         1.61609            1         -0.44838            -0.56947            1          0.50497            0.14453         0.35050            396.67                     0.46417                   0.15472           8.15690         -0.73100         0.56210         0.86370         0.93460         0.85050         0.75500       11.06190         4.03290       1.95740    2.34901      18.72361      947.49200
587726014550900997     538    52029     280      223.0993     1.4715240     20.13643       18.27552       17.38167       16.99659       16.66245       24.03380     22.17168        0.21853           0.16080           0.11662           0.08843           0.06270          0.08378         0.00831         0.00622         0.00629         0.01582          0.30964          0.17048        19.91790       18.11472       17.26504       16.90816       16.59975          23.69473             21.80202             19.87790        18.12472        17.27505        16.91816        16.61975       -18.36496          -20.11814          -20.96781          -21.32470          -21.62311          -14.54814          -16.44085          9.62704         27.69284         35.11776         33.14951         30.61641       1.57122        4.21756           8.26605           23.77784           30.15309           28.46310           26.28810              1.34909              3.62131           68.15562         22.81183        2.95905     0.04269233     24.6507       3.507298       0.0980203       1.39e-04       0.1323        0.1810         0.209        0.161        0.116        0.089        0.064        0.347        0.378          1.559         0.903            3         ['MIS']         0.85863            0.07286         0.02612            4          0.00000             0.00000            0          0.18152            0.25466         0.56382            445.22                     0.46119                   0.15373           9.61640          0.28780         5.27810         3.46810         2.48680         1.90580         1.49710       11.64830         5.06690       2.17240    1.00479      18.07019       33.29400
587726033341055190     538    52029     385      222.8911     2.4496890     19.47215       17.86390       17.24231       16.97629       16.77656       23.34100     21.66605        0.20450           0.15047           0.10913           0.08275           0.05867          0.03718         0.00600         0.00506         0.00560         0.01151          0.39867          0.11765        19.26765       17.71343       17.13318       16.89354       16.71789          23.02509             21.32163             19.22765        17.72343        17.14318        16.90354        16.73789       -18.98863          -20.49285          -21.07310          -21.31274          -21.47839          -15.19119          -16.89465         17.52238         40.07592         39.65288         33.59890         27.45986       2.91135        6.56469          13.54931           30.98901           30.66190           25.98061           21.23355              2.25122              5.07619           18.94463         13.26473        2.20948     0.03977650     29.8347       2.724084       0.0969029       1.43e-04       0.1233        0.0440         0.195        0.150        0.108        0.083        0.060        0.323        0.352          1.460         1.424            3         ['MIS']         0.77326            0.08536         0.03981            4          0.00000             0.00000            0          0.03406            0.79769         0.16825            439.80                     0.66138                   0.22046           9.35590         -0.47490         2.47590         2.45500         2.06610         1.69330         1.43760       11.10010         3.10170       1.41980    0.75878      19.51972       42.98200
587722983907590509     539    52017     140      225.8191     0.5413007     19.77044       18.15214       17.36104       16.97172       16.69195       23.58036     21.84668        0.30257           0.22263           0.16147           0.12244           0.08681          0.04204         0.00671         0.00528         0.00555         0.01088          0.37101          0.22426        19.46787       17.92951       17.19957       16.84928       16.60514          23.11253             21.33664             19.42787        17.93951        17.20957        16.85928        16.62514       -17.39282          -18.88118          -19.61112          -19.96141          -20.19555          -13.70815          -15.48404         14.57152         32.84365         37.30085         34.99686         30.46479       2.68606        6.47455           9.04235           20.38110           23.14701           21.71727           18.90490              1.66683              4.01777           19.17982          8.22775        3.23994     0.05890369     23.4862       2.927131       0.0526046       1.58e-04       0.1826        0.0180         0.288        0.222        0.160        0.123        0.088        0.479        0.522          1.565         1.499            3         ['MIS']         0.62055           -0.48949         0.38703            4          0.00000             0.00000            0          0.07797            0.10376         0.81828            231.28                     0.70648                   0.23549           9.03190          0.00010         2.15900         2.05140         1.68020         1.37150         1.13370       11.32220         5.58480       2.42940    0.94523      12.94782       65.39100
587726032268820686     540    51996     304      226.3150     1.6497580     19.74456       18.19947       17.41900       17.01089       16.71434       21.45371     21.11915        0.27257           0.20055           0.14546           0.11030           0.07820          0.06842         0.00872         0.00689         0.00693         0.01688          0.14535          0.10174        19.47199       17.99891       17.27354       16.90060       16.63614          21.03017             20.65740             19.43199        18.00892        17.28354        16.91059        16.65614       -17.83033          -19.25340          -19.97878          -20.35173          -20.60618          -16.23215          -16.60492         14.51633         30.80970         34.84422         33.38144         29.60726      18.28353       12.10342           9.23947           19.61000           22.17793           21.24688           18.84466             11.63725              7.70368           16.24833          6.78144        3.45310     0.05332753     21.2462       7.471599       0.0639349       1.58e-04       0.1653       -0.0110         0.261        0.201        0.145        0.111        0.080        0.433        0.472          1.585         1.509            3         ['GII']         0.63649           -0.25009         0.83531            2         -0.25009            -0.17561            2          0.04885            0.05155         0.89960            283.44                     0.41110                   0.13703           9.70960         -0.05250         5.22810         3.86180         2.88220         2.25090         1.80170       11.67300         5.97960       2.43520    1.15867      18.65710      182.03300
587726016163217765     540    51996     361      227.0538     2.6050800     19.44304       17.87318       17.13556       16.75757       16.47924       22.26832     21.34010        0.25998           0.19129           0.13874           0.10520           0.07459          0.04098         0.00655         0.00557         0.00584         0.01235          0.14440          0.07655        19.18306       17.68189       16.99681       16.65237       16.40466          21.86412             20.89944             19.14306        17.69189        17.00682        16.66237        16.42465       -18.06409          -19.51526          -20.20033          -20.54478          -20.78250          -15.34303          -16.30772         18.94214         41.25717         44.95922         41.95591         36.64327       8.48161        9.68483          16.61149           36.18088           39.42743           36.79364           32.13467              7.43803              8.49321            0.55254          1.46646        3.21251     0.05089181     24.3221       7.520521       0.0624009       1.43e-04       0.1578        0.2410         0.249        0.192        0.139        0.106        0.076        0.413        0.451          1.689         1.600            3         ['MIS']         0.87696           -0.20339         0.62294            3         -0.20339            -0.15743            2          0.00000            0.00000         1.00000            276.33                     0.76522                   0.25507           9.86670         -0.22900         6.47700         4.55810         3.33970         2.60890         2.08080       11.84470         2.72460       1.24490    0.74552      16.63881      141.78700
587726015090131197     540    51996     630      228.3931     1.8059040     19.67930       17.95049       17.05170       16.63968       16.29876       23.21366     22.48680        0.23132           0.17020           0.12345           0.09360           0.06637          0.05228         0.00749         0.00535         0.00571         0.01200          0.19736          0.16077        19.44798       17.78029       16.92826       16.54608       16.23240          22.85835             22.09943             19.40798        17.79029        16.93825        16.55608        16.25239       -18.74702          -20.36471          -21.21675          -21.59892          -21.90261          -15.29666          -16.05558         14.84093         37.68248         47.89021         46.27102         42.94358       3.39461        3.20698           9.95616           25.27960           32.12754           31.04129           28.80905              2.27730              2.15143            4.13792          3.29289        3.27778     0.04473728     24.6798       5.502702       0.0943730       1.29e-04       0.1387        0.0880         0.219        0.169        0.122        0.093        0.067        0.363        0.396          1.683         1.694            3         ['MIS']         0.67086           -0.05985         0.20466            4          0.00000             0.00000            0          0.01450            0.10442         0.88109            427.56                     0.82957                   0.27652           9.85450         -0.14700         6.47670         4.71210         3.38740         2.57710         2.02820       11.33030         4.42170       1.78970    0.90749      15.92075       63.29000
587728668801237364     541    51959     596      115.5478    32.9997500     19.06864       17.84202       17.18570       16.79139       16.55564       21.17303     20.15471        0.24186           0.17796           0.12907           0.09787           0.06939          0.03262         0.00651         0.00542         0.00505         0.01235          0.33052          0.11242        18.82677       17.66405       17.05662       16.69351       16.48625          20.79907             19.74701             18.78678        17.67406        17.06663        16.70352        16.50625       -19.21238          -20.32510          -20.93253          -21.29564          -21.49291          -17.20009          -18.25215         26.29911         41.94029         42.54953         40.39551         33.99024      22.62047       27.99398          26.54482           42.33215           42.94708           40.77293           34.30782             22.83182             28.25553          107.17452         38.90208        3.42947     0.04708546     43.9809       3.285728       0.0882171       4.79e-05       0.1460        0.3470         0.230        0.178        0.128        0.098        0.071        0.383        0.417          1.287         1.276            3         ['AIS']         1.00934           -0.41844         1.40742            1         -0.41844            -0.68633            1          0.32984            0.19745         0.47270            397.95                     0.45691                   0.15230           9.40950          0.16730         4.89150         3.59260         2.71720         2.14350         1.72150       11.91150         9.80340       4.29770    0.85170      17.34956      819.98800
587727867254014342     542    51993     336      116.0954    35.5950600     19.86724       18.34714       17.59618       17.19194       16.93159       21.78900     21.16319        0.32396           0.23837           0.17288           0.13109           0.09295          0.04791         0.00873         0.00651         0.00682         0.01692          0.45280          0.20831        19.54327       18.10877       17.42329       17.06085       16.83864          21.29209             20.62145             19.50328        18.11877        17.43330        17.07085        16.85864       -18.41657          -19.80108          -20.48655          -20.84900          -21.06121          -16.62775          -17.29840         13.59380         27.84501         30.35476         28.80057         24.56961      14.36453       12.51087          11.00267           22.53744           24.56880           23.31086           19.88637             11.62649             10.12615           32.08205         13.04051        3.24505     0.06256530     34.8689       2.398427       0.0852325       1.56e-04       0.1940        0.1980         0.306        0.236        0.170        0.131        0.094        0.508        0.554          1.440         1.448            3         ['AIS']         0.80939           -0.32218         0.99804            2         -0.32218            -0.40919            1          0.20003            0.17633         0.62363            383.68                     0.18812                   0.06271           9.36440          0.22600         8.41310         5.73730         4.10210         2.98200         2.25500       12.68080         4.05310       1.85280    2.34413      17.53449      233.91900
587727866180993320     543    52017     141      118.0566    36.5436000     19.10319       18.02675       17.58116       17.25242       17.11128       20.12973     19.82817        0.23102           0.16998           0.12329           0.09348           0.06628          0.02750         0.00809         0.00658         0.00660         0.01797          0.16506          0.07843        18.87217       17.85676       17.45787       17.15893       17.04500          19.77423             19.44060             18.83217        17.86677        17.46787        17.16894        17.06500       -18.71340          -19.67880          -20.07770          -20.37663          -20.48057          -17.77134          -18.10497         25.22232         35.11943         29.40348         26.31268         20.31675      58.13474       37.12174          17.26851           24.04459           20.13115           18.01503           13.90990             39.80207             25.41547          120.27700         43.25585        3.49150     0.04476057     19.8823       6.579621       0.0723980       7.22e-05       0.1388        0.1900         0.219        0.169        0.122        0.094        0.067        0.364        0.397          1.217         1.190            3         ['AIS']         0.68465           -0.46544         1.60317            1         -0.46544            -0.46787            1          0.53108            0.12207         0.34685            322.93                     0.64460                   0.21487           9.69930          0.14200         7.42170         4.82000         3.46190         2.64990         2.07850       12.03260         4.64240       1.95060    0.92324      17.46723      769.29700
587727865645039752     544    52201       3      120.1416    37.9331000     18.86262       17.80035       17.35999       17.00586       16.84297       20.50932     19.90046        0.25676           0.18892           0.13702           0.10390           0.07367          0.02688         0.00619         0.00559         0.00526         0.01298          0.12819          0.05976        18.60586       17.61143       17.22297       16.90196       16.76931          20.11925             19.47520             18.56586        17.62143        17.23297        16.91196        16.78930       -18.67308          -19.61751          -20.00597          -20.32698          -20.44964          -17.11968          -17.76374         32.23361         44.02339         36.50554         33.33935         26.18992      42.30850       35.95735          29.19176           39.86895           33.06055           30.19315           23.71841             38.31589             32.56410          142.53261         48.42776        3.37223     0.04911319     22.0275       8.471931       0.0632803       7.33e-05       0.1523        0.3030         0.240        0.185        0.134        0.103        0.074        0.399        0.435          1.247         1.208            3         ['AIS']         0.90563           -0.51349         1.68484            1         -0.51349            -0.21769            1          0.29959            0.26306         0.43735            280.41                     0.57288                   0.19096           8.62500         -0.74100         0.90220         1.42980         1.34060         1.14240         0.99550        9.54100        10.01980       3.84820    0.81122      15.87255     1213.77200
587727865646350639     545    52202      21      122.3735    40.3931700     18.93352       17.95649       17.48999       17.08997       16.95083       20.45105     19.88202        0.25923           0.19074           0.13834           0.10490           0.07438          0.02733         0.00595         0.00553         0.00518         0.01314          0.21687          0.13217        18.67429       17.76575       17.35165       16.98507       16.87646          20.05000             19.44478             18.63429        17.77575        17.36165        16.99507        16.89645       -18.84251          -19.70105          -20.11515          -20.48173          -20.58035          -17.42680          -18.03202         30.26474         38.19051         32.42551         30.88255         23.72872      45.09505       36.97885          27.68262           34.93218           29.65904           28.24772           21.70424             41.24765             33.82390          157.63174         55.90545        3.09781     0.05049608     21.4308       5.007723       0.0702499       8.00e-05       0.1565        0.2610         0.247        0.190        0.137        0.105        0.076        0.410        0.447          1.190         1.142            3         ['AIS']         0.91468           -0.46818         1.77776            1         -0.46818            -0.29749            1          0.50288            0.10352         0.39359            312.87                     0.78518                   0.26173           9.41800          0.02520         3.74350         2.98090         2.30140         1.84450         1.49570       11.42920         4.72720       1.93210    0.12292      19.10381     1470.78600
587727866719371474     545    52202     290      120.1208    39.5120900     19.45068       18.02662       17.27514       16.87373       16.59558       21.74222     21.38974        0.25729           0.18931           0.13730           0.10411           0.07382          0.03412         0.00579         0.00472         0.00472         0.01146          0.42939          0.41372        19.19339       17.83731       17.13783       16.76962       16.52176          21.34834             20.96033             19.15339        17.84731        17.14784        16.77962        16.54176       -18.27556          -19.58164          -20.28111          -20.64933          -20.88719          -16.08061          -16.46863         18.76277         35.75456         39.48306         37.66111         32.89654      13.63927        9.15665          15.79821           30.10525           33.24464           31.71056           27.69881             11.48423              7.70988           37.97353         14.76863        2.98162     0.04959273     23.8485       2.529183       0.0687913       1.66e-04       0.1537        0.1540         0.243        0.187        0.135        0.104        0.074        0.403        0.439          1.490         1.452            3         ['AIS']         0.84200           -0.42683         0.96525            1         -0.42683             0.02672            2          0.06810            0.33996         0.59194            306.05                     0.38308                   0.12769           8.49040         -0.50420         0.46180         0.66380         0.71970         0.66300         0.60280       10.77850         4.59040       2.14200    0.69047      18.30080      296.99500
587727866719895778     545    52202     495      121.2521    40.5178100     18.68658       17.62068       17.24586       16.91474       16.83172       19.73065     19.45774        0.29168           0.21461           0.15566           0.11803           0.08368          0.02172         0.00496         0.00487         0.00509         0.01554          0.14991          0.10437        18.39491       17.40606       17.09021       16.79671       16.74804          19.28532             18.97223             18.35490        17.41607        17.10020        16.80671        16.76804       -19.32754          -20.26637          -20.58224          -20.87573          -20.91440          -18.39712          -18.71021         39.14650         53.18969         41.25407         36.73306         26.70781      91.20109       57.14451          26.32606           35.77012           27.74340           24.70302           17.96103             61.33282             38.42973          219.33834         77.53615        3.33187     0.05607107     22.4258       7.244367       0.0768616       8.80e-05       0.1738        0.2070         0.274        0.211        0.153        0.117        0.084        0.456        0.497          1.179         1.158            3         ['AIS']         0.67250           -0.57946         1.59083            1         -0.57946            -0.10272            1          0.43682            0.36428         0.19890            343.94                     1.42939                   0.47646           9.67710         -0.04140         5.65510         4.14510         3.08850         2.41370         1.93700       11.51400         5.72970       2.39640    1.13743      22.82691      978.95200
587727865646678299     545    52202     628      123.1819    40.8790200     19.23642       18.10962       17.45924       17.07288       16.82461       21.23358     20.90458        0.23970           0.17637           0.12792           0.09700           0.06877          0.03353         0.00758         0.00603         0.00656         0.01240          0.21569          0.17414        18.99672       17.93326       17.33133       16.97588       16.75584          20.86741             20.50538             18.95672        17.94325        17.34132        16.98588        16.77584       -19.15790          -20.17137          -20.77330          -21.12874          -21.33878          -17.24721          -17.60924         22.48873         32.73071         33.03838         31.14506         26.51662      21.24038       13.92245          28.16392           40.99053           41.37585           39.00472           33.20828             26.60053             17.43588          104.54051         36.37080        3.29963     0.04610353     20.2329       5.034951       0.0927400       8.38e-05       0.1429        0.5580         0.226        0.174        0.126        0.096        0.069        0.375        0.408          1.269         1.264            3         ['AIS']         1.25236           -0.41218         1.37221            1         -0.41218            -0.57844            1          0.49898            0.16079         0.34023            419.69                     0.34414                   0.11471           8.88640          0.11240         2.21320         2.29700         1.82030         1.45100         1.17410       11.47510         7.41160       3.57070    2.16530      20.44815      583.18200
587728666115506402     546    52205     433      122.3268    42.2696000     20.33282       18.42927       17.52893       17.10521       16.73692       23.55796     23.90426        0.28649           0.21080           0.15289           0.11593           0.08220          0.06332         0.00791         0.00550         0.00569         0.01041          0.28603          0.46960        20.04632       18.21847       17.37604       16.98927       16.65472          23.11697             23.42348             20.00633        18.22847        17.38604        16.99928        16.67472       -17.21255          -18.99041          -19.83284          -20.21960          -20.54416          -14.10192          -13.79540          8.55305         25.16909         31.70522         30.76303         29.10491       2.67510        0.94727           6.90608           20.32255           25.60010           24.83933           23.50050              2.15999              0.76487           21.07499          7.29640        3.39041     0.05552485     27.2411       3.796815       0.0627241       1.73e-04       0.1721        0.0620         0.272        0.209        0.151        0.116        0.083        0.451        0.492          1.771         1.914            3         ['MIS']         0.80744            0.00000         0.00000            0          0.00000             0.00000            0          0.09518            0.01407         0.89075            277.83                     0.77920                   0.25973           9.73640         -0.17200         4.76970         3.59350         2.71430         2.13830         1.72560       11.70020         5.46790       2.51650    0.73348      20.66028        3.81200
