log10..NII..Ha. log10.EW.Ha.. WHAN_Class
 0.08359  0.17085  4.00000
-0.41399  1.29024  1.00000
-0.35679  1.05945  2.00000
-0.45056  1.69197  1.00000
-0.43451  1.63567  1.00000
-0.19237  0.93075  2.00000
-0.40473  1.23411  1.00000
-0.19112  0.42667  4.00000
-0.09266  0.68966  3.00000
-0.45290  1.47403  1.00000
-0.49526  1.23960  1.00000
-0.41067  1.54899  1.00000
-0.38115  1.19229  2.00000
-0.42598  1.46648  1.00000
-0.41188  1.56545  1.00000
-0.40349  0.83467  1.00000
 0.00000  0.00000  0.00000
-0.02175  0.21192  4.00000
-0.41933  1.24405  1.00000
-0.40109  0.86326  1.00000
-0.49566  1.61744  1.00000
-0.32491  0.88576  2.00000
 0.00000  0.00000  0.00000
-0.45517  1.65083  1.00000
 0.00000  0.00000  0.00000
-0.37122  1.47062  2.00000
 0.36154  0.12385  4.00000
-0.31463  0.88852  2.00000
-0.17117  0.18837  4.00000
-0.42404  1.67249  1.00000
-0.63063  1.68340  1.00000
-0.33929  1.25931  2.00000
 0.10736  0.16584  4.00000
-0.40916  1.23727  1.00000
-0.46039  1.62886  1.00000
-0.65696  1.47516  1.00000
-0.52425  1.57108  1.00000
-0.02117 -0.01637  4.00000
-0.42086  1.48497  1.00000
-0.41575  1.51930  1.00000
-0.29536  0.56914  3.00000
-0.43966  1.70093  1.00000
-0.37223  1.12834  2.00000
-0.42894  1.51793  1.00000
-0.55079  1.70433  1.00000
-0.47255  1.47973  1.00000
-0.48124  0.93242  1.00000
-0.33908  1.02218  2.00000
-0.56109  1.78350  1.00000
-0.76718  1.76766  1.00000
-0.42881  1.66676  1.00000
-0.45448  1.53406  1.00000
 0.00000  0.00000  0.00000
-0.26310  1.25571  2.00000
 0.04530  0.55955  3.00000
 0.00000  0.00000  0.00000
-0.35286  1.43025  2.00000
-0.54983  1.71632  1.00000
-0.35009  0.69819  3.00000
 0.00000  0.00000  0.00000
-0.54080  1.55937  1.00000
-0.46784  1.89875  1.00000
-0.48943  1.63600  1.00000
-0.45585  1.55249  1.00000
-0.48857  1.64085  1.00000
-0.45674  1.31603  1.00000
-0.33462  0.82737  2.00000
-0.44027  1.57275  1.00000
-0.31977  1.08429  2.00000
-0.43396  1.68396  1.00000
-0.40776  1.54037  1.00000
-0.67074  1.84208  1.00000
-0.66726  1.69526  1.00000
-0.02794  0.04297  4.00000
-0.51668  1.67742  1.00000
-0.40067  1.70930  1.00000
-0.42298  1.39669  1.00000
-0.57095  1.74043  1.00000
 0.04026  0.03822  4.00000
-0.40259  1.56874  1.00000
-0.52667  1.62505  1.00000
-0.52676  1.87934  1.00000
-0.43070  1.54342  1.00000
-0.34543  1.09454  2.00000
 0.16859 -0.09259  4.00000
 0.00000  0.00000  0.00000
-0.38358  1.77531  2.00000
 0.00000  0.00000  0.00000
-0.37650  1.16486  2.00000
-0.38327  1.52622  2.00000
-0.39013  1.57824  2.00000
 0.11267  0.03503  4.00000
-0.45062  1.30959  1.00000
-0.41949  1.54511  1.00000
-0.46062  1.67918  1.00000
-0.44054  1.41054  1.00000
-0.33500  1.42055  2.00000
-0.50353  1.73530  1.00000
-0.79717  1.96061  1.00000
-0.60456  1.78532  1.00000
-0.57675  1.57719  1.00000
-0.65992  1.71896  1.00000
-0.42842  1.28249  1.00000
 0.53373 -0.47886  4.00000
-0.19445 -0.15927  4.00000
-0.52316  0.31827  4.00000
-0.32356  0.90768  2.00000
-0.61833  1.96578  1.00000
-0.43658  1.49372  1.00000
-0.40374  1.59197  1.00000
-0.12576  0.35430  4.00000
-0.63650  1.85111  1.00000
-0.11506  0.58035  3.00000
-0.20214  1.13379  2.00000
 0.04291  0.04336  4.00000
-0.42057  1.71775  1.00000
-0.37945  1.34825  2.00000
-0.42876  1.55273  1.00000
-0.46736  1.69475  1.00000
-0.40434  1.36612  1.00000
-0.45323  1.64625  1.00000
-0.49489  1.43739  1.00000
-0.52394  1.49797  1.00000
 0.23638 -0.64206  0.00000
-0.64229  1.54765  1.00000
-0.44089  1.51063  1.00000
 0.11350 -0.08725  4.00000
 0.07331  0.41664  4.00000
-0.62905  1.78035  1.00000
-0.19315  0.93892  2.00000
-0.32317  0.95530  2.00000
-0.25876  0.78247  2.00000
-0.38963  1.56128  2.00000
-0.41640  1.44514  1.00000
-0.36488  1.40783  2.00000
-0.23005  0.66848  3.00000
-0.36908  1.56202  2.00000
 0.00000  0.00000  0.00000
-0.30383  1.17035  2.00000
-0.42967  1.88700  1.00000
 0.14760  0.36361  4.00000
 0.00000  0.00000  0.00000
-0.09563  0.02243  4.00000
-0.07128  0.67815  3.00000
-0.50953  1.55130  1.00000
-0.24832  1.02259  2.00000
-0.38744  1.59213  2.00000
-0.45059  1.53260  1.00000
-0.64884  1.63255  1.00000
-0.94682  1.59228  1.00000
-0.46484  1.74005  1.00000
-0.37252  1.56450  2.00000
-0.51901  1.81659  1.00000
-0.41939  1.43258  1.00000
-0.54401  1.46564  1.00000
-0.80392  1.29739  1.00000
-0.41056  1.75201  1.00000
-0.44594  1.29115  1.00000
 0.00000  0.00000  0.00000
-0.31322  0.91094  2.00000
-0.27625  0.68314  3.00000
-0.52512  1.32944  1.00000
-0.57841  1.60053  1.00000
-0.53370  1.72052  1.00000
-0.41935  1.41128  1.00000
-0.57021  1.59895  1.00000
-0.49752  1.64881  1.00000
-0.72555  1.81384  1.00000
-0.50305  1.60105  1.00000
-0.40525  1.62169  1.00000
-0.41537  1.73653  1.00000
-0.52322  1.65010  1.00000
-0.11685  1.02735  2.00000
 0.04981  0.00561  4.00000
-0.31211  1.14946  2.00000
-0.29364  1.09982  2.00000
-0.36663  1.39541  2.00000
-0.51611  1.75496  1.00000
-0.46355  1.54270  1.00000
-0.52256  1.09902  1.00000
-0.32505  0.96341  2.00000
-0.46880  1.55317  1.00000
-0.29786  1.53614  2.00000
 0.00000  0.00000  0.00000
-0.73525  1.84013  1.00000
-0.74696  1.89310  1.00000
-0.41753  1.72978  1.00000
-0.28483  1.71253  2.00000
-0.23577  0.61616  3.00000
-0.60739  1.70443  1.00000
-0.31893  1.37497  2.00000
-0.43461  1.17094  1.00000
-0.27552  0.74178  3.00000
-0.44528  1.59854  1.00000
-1.03730  1.57984  1.00000
-0.42264  1.48710  1.00000
-0.69640  1.88184  1.00000
-0.35425  1.70905  2.00000
-0.17955 -0.02045  0.00000
-0.34684  1.43016  2.00000
-0.10359  0.45056  4.00000
-0.38433  1.71259  2.00000
-0.55274  1.57601  1.00000
-0.46025  1.43024  1.00000
-0.31723  1.77184  2.00000
-0.51097  1.72378  1.00000
 0.00000  0.00000  0.00000
-0.77672  1.67795  1.00000
-0.14719  1.13802  2.00000
-0.61335  1.68051  1.00000
-0.29398  0.73632  3.00000
-0.45250  1.44835  1.00000
-0.43064  1.27070  1.00000
-0.47220  1.40374  1.00000
-1.04854  1.65380  1.00000
-0.42029  0.79968  1.00000
-0.55374  1.75396  1.00000
-0.42239  1.43581  1.00000
-0.39165  1.51398  2.00000
-0.46735  1.75911  1.00000
-0.42258  0.86817  1.00000
-0.40537  1.53808  1.00000
-0.37345  1.66556  2.00000
 0.00000  0.00000  0.00000
-0.41824  1.51391  1.00000
 0.00000  0.00000  0.00000
-0.35184  1.59770  2.00000
-0.22435  0.06145  4.00000
-0.44738  1.65910  1.00000
-0.21651  0.85860  2.00000
-0.42322  1.54119  1.00000
-0.82278  1.76924  1.00000
-0.56822  1.93741  1.00000
-0.42906  1.49886  1.00000
 0.04077  0.90407  2.00000
-0.54197  1.57839  1.00000
-0.51693  1.41088  1.00000
-0.41547  1.13062  1.00000
-0.51746  1.59977  1.00000
-0.45821  1.71916  1.00000
-0.55381  1.82793  1.00000
-0.39855  1.61854  2.00000
-0.10073  0.28126  4.00000
-0.27242  0.90238  2.00000
-0.35929  1.13363  2.00000
-0.43981  1.47643  1.00000
 0.13369  0.52840  3.00000
-0.55617  1.84302  1.00000
-0.61326  1.72936  1.00000
-0.51791  1.64791  1.00000
-0.09318  0.74115  3.00000
-0.13832  0.81948  2.00000
-0.45377  1.26802  1.00000
-0.54809  1.30959  1.00000
-0.59136  0.82646  1.00000
-0.44291  1.80068  1.00000
-0.47967  1.43043  1.00000
-0.21082  0.93069  2.00000
-0.43516  1.42114  1.00000
-0.41431  1.60488  1.00000
-0.45179  1.60272  1.00000
-0.38486  1.37727  2.00000
-0.53276  1.76687  1.00000
-0.36789  1.42999  2.00000
-0.27168  1.25462  2.00000
-0.51367  1.80116  1.00000
-0.50139  1.64708  1.00000
-0.17434  1.65359  2.00000
-0.57376  1.83594  1.00000
-0.09224  0.49527  3.00000
-0.29725  1.53905  2.00000
-0.45588  1.55334  1.00000
-0.35457  0.93762  2.00000
-0.18214  0.80713  2.00000
-0.40793  1.46455  1.00000
-0.66790  1.32631  1.00000
-0.23199  0.38952  4.00000
-0.35081  1.41258  2.00000
-0.15061  1.20715  2.00000
-0.19774  1.17863  2.00000
-0.66337  1.14551  1.00000
-0.48232  1.47006  1.00000
-0.55237  1.75604  1.00000
-0.66629  1.98564  1.00000
-0.42813  1.52471  1.00000
-0.11426  0.68142  3.00000
-0.37237  1.74024  2.00000
-0.46866  1.76782  1.00000
-0.42576  1.24433  1.00000
-0.66986  1.60114  1.00000
-0.23967  0.76989  3.00000
-0.63368  1.07273  1.00000
-0.27133  0.80257  2.00000
-0.40389  1.12959  1.00000
-0.44679  1.57776  1.00000
-0.42868  1.34329  1.00000
 0.03811  0.35334  4.00000
-0.65957  1.64194  1.00000
-0.44035  1.27367  1.00000
-0.26900  0.45056  4.00000
-0.91726  1.70412  1.00000
-0.27087  0.87990  2.00000
-0.59035  1.52503  1.00000
-0.42732  1.29977  1.00000
-0.04161  1.16089  2.00000
-0.34454  1.27098  2.00000
-0.54779  1.75211  1.00000
-0.43658  1.65152  1.00000
-0.53944  1.68167  1.00000
-0.38790  1.53044  2.00000
-0.52721  1.53218  1.00000
-0.53826  1.93598  1.00000
-0.63898  1.63691  1.00000
-0.71189  0.23980  4.00000
-0.21514  1.08120  2.00000
-0.36982  1.70057  2.00000
-0.51087  1.76002  1.00000
-0.37912  1.68334  2.00000
-0.72404  1.75093  1.00000
-0.75692  1.75434  1.00000
-0.45803  1.68196  1.00000
-0.45375  1.58021  1.00000
-0.22608  1.34189  2.00000
-0.45580  1.55015  1.00000
-0.48386  1.75764  1.00000
-0.42083  1.18927  1.00000
-0.50578  1.68449  1.00000
-0.30390  1.49493  2.00000
-0.80341  1.41283  1.00000
-0.35515  0.76619  3.00000
-0.44113  1.59778  1.00000
-0.49580  1.77143  1.00000
-0.44907  1.67010  1.00000
-0.52357  1.59565  1.00000
-0.50123  1.76164  1.00000
-0.48178  1.59992  1.00000
-0.41422  1.57876  1.00000
-0.05432  0.45818  4.00000
-0.43197  1.33431  1.00000
 0.00000  0.00000  0.00000
-0.39612  1.64747  2.00000
-0.19012  1.01199  2.00000
-0.30821  0.85806  2.00000
-0.40939  1.60728  1.00000
-0.60315  1.92806  1.00000
-0.46671  1.84036  1.00000
-0.34336  0.78533  2.00000
-0.45184  0.24055  4.00000
-0.48390  1.59557  1.00000
-0.03263  0.22531  4.00000
-0.19642  1.12470  2.00000
-0.51558  1.38401  1.00000
-0.26021  0.96993  2.00000
-0.44715  1.63187  1.00000
-0.45814  1.70863  1.00000
-0.35898  1.88723  2.00000
-0.52315  1.60932  1.00000
-0.31920  1.47689  2.00000
-0.41553  1.50014  1.00000
-0.59809  1.77667  1.00000
-0.48560  1.54491  1.00000
-0.58710  1.70358  1.00000
-0.16224  0.57449  3.00000
-0.33962  1.48861  2.00000
-0.49878  1.44755  1.00000
-0.60993  1.83367  1.00000
-0.13872  0.42830  4.00000
-0.59463  1.64646  1.00000
-0.38602  1.27254  2.00000
-0.45095  1.43767  1.00000
 0.00000  0.00000  0.00000
 0.00000  0.00000  0.00000
 0.07196  0.01578  4.00000
-0.20040  1.30737  2.00000
-0.39021  1.10476  2.00000
 0.00000  0.00000  0.00000
 0.00000  0.00000  0.00000
-0.46588  1.59443  1.00000
-0.50089  1.66855  1.00000
-0.77578  1.58707  1.00000
-0.52360  1.63730  1.00000
-0.53970  1.75109  1.00000
 0.09425  0.78986  2.00000
-0.45322  1.58542  1.00000
-0.43884  1.80735  1.00000
-0.30964  1.10404  2.00000
-0.47041  1.19399  1.00000
-0.44144  1.51208  1.00000
-0.52316  1.73598  1.00000
-0.63316  1.59630  1.00000
-0.81030  1.06781  1.00000
-0.50203  1.63678  1.00000
-0.48207  1.69008  1.00000
-0.40281  1.38838  1.00000
-0.65390  1.86367  1.00000
-0.86831  1.58565  1.00000
-0.06800  0.06558  4.00000
-0.42227  1.73398  1.00000
-0.82785  1.86719  1.00000
-0.41271  1.76521  1.00000
-0.41561  1.76115  1.00000
-0.41569  1.71167  1.00000
-0.33487  0.85757  2.00000
-0.48563  1.77318  1.00000
-0.22234  0.80855  2.00000
-0.08444  1.31364  2.00000
-0.27110  1.00983  2.00000
-0.64829  1.68222  1.00000
-0.47377  1.62660  1.00000
-0.42480  1.12499  1.00000
-0.40833  0.83347  1.00000
-0.38146  1.41457  2.00000
-0.60027  1.91682  1.00000
-0.46277  1.73775  1.00000
-0.38237  1.62708  2.00000
-0.50866  1.61760  1.00000
-0.44256  1.44439  1.00000
-0.42272  1.66407  1.00000
-0.41133  1.45945  1.00000
 0.03585  0.15076  4.00000
-0.33393  0.70689  3.00000
-0.47037  1.50050  1.00000
-0.41509  1.06115  1.00000
-0.53777  1.84579  1.00000
-0.15021 -0.14874  4.00000
-0.46636  1.72482  1.00000
-0.39120  1.41204  2.00000
-0.37539  1.59717  2.00000
-0.64838  1.13852  1.00000
-0.45743  1.41442  1.00000
-0.33642  1.33224  2.00000
-0.26162  1.07324  2.00000
-0.29205  1.44532  2.00000
 0.00000  0.00000  0.00000
-0.26662  0.91792  2.00000
-0.67960  1.74723  1.00000
-0.53143  1.51726  1.00000
-0.42078  1.47651  1.00000
-0.56312  1.77354  1.00000
-0.52574  1.81170  1.00000
-0.47617  0.85896  1.00000
-0.33223  1.30029  2.00000
-0.27868  1.04642  2.00000
-0.51188  1.59756  1.00000
-0.49287  1.79027  1.00000
-0.38299  1.62820  2.00000
-0.58922  1.62032  1.00000
 0.08999  0.26787  4.00000
-0.33119  1.26278  2.00000
-0.39967  1.36010  2.00000
 0.00000  0.00000  0.00000
-0.27897  0.90428  2.00000
-0.58199  1.89948  1.00000
 0.00000  0.00000  0.00000
-0.80779  1.62086  1.00000
-0.54145  1.64898  1.00000
-0.41354  1.80549  1.00000
-0.40344  1.64169  1.00000
-0.52135  1.67354  1.00000
-0.51851  1.42666  1.00000
-0.34658  0.75526  3.00000
-0.60479  0.89818  1.00000
-0.31893  0.94196  2.00000
-0.40129  1.66418  1.00000
 0.00000  0.00000  0.00000
-0.10490  0.01828  4.00000
-0.49865  1.55095  1.00000
-0.41815  1.52834  1.00000
-0.09779  0.20167  4.00000
 0.00000  0.00000  0.00000
 0.06985  0.91787  2.00000
-0.49225  1.74492  1.00000
-0.52924  1.79671  1.00000
-0.84414  1.90519  1.00000
-0.23228  0.82465  2.00000
-0.70032  1.73573  1.00000
-0.31455  1.15168  2.00000
-0.33926  0.92773  2.00000
-0.55470  1.51558  1.00000
-0.43921  1.47098  1.00000
-0.63556  1.71632  1.00000
-0.41859  1.80871  1.00000
-0.29264  0.96900  2.00000
-0.46577  1.06629  1.00000
-0.46753  1.37610  1.00000
-0.29254  0.95245  2.00000
-0.27033  1.13123  2.00000
-0.38978  1.42697  2.00000
-0.42208  1.75370  1.00000
-0.33323  1.66080  2.00000
 0.18422  0.71983  3.00000
-0.20670  0.27646  4.00000
-0.41193  1.60933  1.00000
-0.51198  1.47214  1.00000
-0.49742  1.84360  1.00000
-0.39467  1.72334  2.00000
-0.26080  0.82452  2.00000
 0.23533  0.44059  4.00000
-0.38288  0.78305  2.00000
-0.42931  1.39454  1.00000
-0.25401  0.75732  3.00000
-0.38413  1.68773  2.00000
-0.70890  1.52107  1.00000
-0.53396  1.62830  1.00000
-0.41514  1.60865  1.00000
-0.31185  1.27049  2.00000
-0.41206  1.32631  1.00000
-0.43648  1.62133  1.00000
-0.90181  1.80147  1.00000
-0.41916  1.33347  1.00000
-0.51856  1.40555  1.00000
-0.57761  0.95899  1.00000
-0.47075  1.79269  1.00000
-0.46417  1.81048  1.00000
 0.01099  0.41027  4.00000
-0.59962  1.53856  1.00000
-0.44830  1.65487  1.00000
-0.64443  1.72353  1.00000
-0.42404  1.74701  1.00000
-0.40460  0.86398  1.00000
-0.71275  1.61566  1.00000
-0.43197  1.74400  1.00000
-0.42537  1.32801  1.00000
-0.61181  1.77972  1.00000
-0.44877  1.61577  1.00000
-0.35795  1.39003  2.00000
-0.41776  1.70677  1.00000
-0.33944  1.71010  2.00000
-0.43216  1.42279  1.00000
 0.10619  0.61836  3.00000
 0.07154  0.50718  3.00000
 0.02321 -0.26600  4.00000
-0.51100  1.27386  1.00000
-0.38961  1.43331  2.00000
-0.33424  1.64179  2.00000
-0.23097  0.54070  3.00000
-0.45493  1.76603  1.00000
-0.16025  0.71357  3.00000
-0.72079  1.53802  1.00000
-0.44599  1.72382  1.00000
-0.74975  2.00427  1.00000
-0.27357  1.00621  2.00000
-0.42438  1.57095  1.00000
-0.29420  1.79093  2.00000
-0.76451  1.87379  1.00000
-0.42243  1.51830  1.00000
-0.45798  1.45003  1.00000
-0.35322  1.48717  2.00000
-0.50675  1.60645  1.00000
-0.35103  1.59367  2.00000
-0.46890  1.66302  1.00000
-0.59960  1.54362  1.00000
-0.43375  1.40217  1.00000
-0.21355  0.79085  2.00000
 0.00000  0.00000  0.00000
-0.29244  1.19460  2.00000
-0.40096  1.76707  1.00000
-0.53861  1.62252  1.00000
 0.00000  0.00000  0.00000
-0.44631  1.74655  1.00000
-0.33323  1.18867  2.00000
-0.08655 -0.18509  0.00000
-0.12264  0.11494  4.00000
-0.18847  0.82497  2.00000
-0.51172  1.44204  1.00000
-0.00921 -0.03058  4.00000
-0.16758  0.05077  4.00000
-0.41655  0.58737  1.00000
-0.21021  0.69897  3.00000
-0.42495  1.78008  1.00000
-0.31800  0.47538  4.00000
-0.75223  1.78586  1.00000
-0.32651  1.50772  2.00000
-0.33562  1.60020  2.00000
-0.40124  1.56950  1.00000
-0.64354  1.69599  1.00000
-0.59301  1.76050  1.00000
 0.02645  0.89215  2.00000
-0.56990  1.33897  1.00000
 0.00000  0.00000  0.00000
 0.13302 -0.09854  4.00000
-0.49635  1.51099  1.00000
-0.57699  1.37081  1.00000
 0.00000  0.00000  0.00000
-0.96349  1.92077  1.00000
-0.44666  1.43231  1.00000
-0.47358  1.74871  1.00000
-0.63067  1.52742  1.00000
 0.00000  0.00000  0.00000
-0.40218  1.71621  1.00000
-0.42747  1.69595  1.00000
-0.22201  0.80393  2.00000
-0.41298  1.57250  1.00000
-0.69974  1.55732  1.00000
-0.52443  1.76646  1.00000
-0.54126  1.82601  1.00000
-0.39753  1.67714  2.00000
 0.00000  0.00000  0.00000
-0.37081  1.41531  2.00000
-0.34277  0.86853  2.00000
-0.60145  1.53924  1.00000
-0.55693  1.95269  1.00000
-0.42595  1.62456  1.00000
-0.51186  1.68638  1.00000
-0.47778  1.59695  1.00000
-0.50849  1.49631  1.00000
-0.65716  1.63047  1.00000
-0.53406  1.78117  1.00000
-0.44181  1.50581  1.00000
-0.36854  1.60312  2.00000
-0.35047  1.19028  2.00000
-0.73308  1.79131  1.00000
-0.49292  1.42369  1.00000
-0.51738  1.32875  1.00000
-0.35846  1.27427  2.00000
-0.45113  1.61181  1.00000
-0.31536  0.91918  2.00000
-0.34864  1.52034  2.00000
-0.50759  1.78893  1.00000
-0.61641  1.30720  1.00000
-0.63551  1.83043  1.00000
-0.37926  1.72376  2.00000
-0.31437  1.54408  2.00000
 0.00000  0.00000  0.00000
 0.02209  0.35315  4.00000
-0.46164  1.09205  1.00000
-0.46051  1.56055  1.00000
-0.18444 -0.07212  4.00000
-0.56079  1.37234  1.00000
-0.60802  1.72735  1.00000
-0.23995  1.15210  2.00000
-0.46522  1.08881  1.00000
-0.48988  1.65092  1.00000
-0.53051  1.93153  1.00000
-0.20594  1.23845  2.00000
-0.44225  1.47535  1.00000
-0.30508  1.45168  2.00000
-0.46753  1.51107  1.00000
-0.49537  1.68934  1.00000
-0.23842  1.51936  2.00000
-0.27722  1.32102  2.00000
-0.41849  1.68622  1.00000
-0.41600  1.60189  1.00000
-0.38229  1.54223  2.00000
-0.25634  1.30423  2.00000
-0.49686  0.89845  1.00000
-0.53637  1.75414  1.00000
-0.10474  0.93982  2.00000
-0.43360  1.40281  1.00000
-0.59387  1.71757  1.00000
-0.49702  1.58845  1.00000
-0.42895  1.57992  1.00000
-0.17202  0.88081  2.00000
-0.65795  1.62756  1.00000
-0.40811  1.35187  1.00000
-0.42810  1.72090  1.00000
-0.49180  1.47436  1.00000
-0.47124  1.65828  1.00000
 0.00000  0.00000  0.00000
-0.56711  1.65108  1.00000
-0.12887  0.27462  4.00000
-0.46282  1.26425  1.00000
-0.45517  1.80028  1.00000
-0.21821  0.52375  3.00000
-0.44524  1.51523  1.00000
-0.44034  1.55473  1.00000
-0.43254  1.17981  1.00000
-0.25841  0.94586  2.00000
-0.09790  0.59006  3.00000
-0.44211  1.40334  1.00000
-0.53960  1.77051  1.00000
-0.30086  1.49493  2.00000
-0.49344  1.63048  1.00000
-0.41275  1.67468  1.00000
-0.38959  1.68004  2.00000
-0.31527  1.26942  2.00000
-0.32206  0.32243  4.00000
-0.19596  0.90304  2.00000
-0.51319  1.69103  1.00000
-0.88807  2.15313  1.00000
-0.21970  0.26435  4.00000
-0.97969  1.79477  1.00000
-0.06466  0.32387  4.00000
-0.56326  1.48823  1.00000
-0.44238  1.40369  1.00000
-0.78833  1.59788  1.00000
-0.56737  1.60972  1.00000
-0.46986  1.60298  1.00000
 0.00000  0.00000  0.00000
-0.43174  1.19321  1.00000
 0.00000  0.00000  0.00000
-0.38910  1.58922  2.00000
-0.47925  1.70975  1.00000
-0.53409  1.78260  1.00000
-0.42590  1.54466  1.00000
-0.32044  1.18475  2.00000
-0.38720  1.52760  2.00000
-0.56351  1.70605  1.00000
-0.39215  1.65572  2.00000
-0.18079  1.03459  2.00000
 0.00000  0.00000  0.00000
-0.55482  1.69997  1.00000
-0.00670  0.80693  2.00000
-0.44212  1.62852  1.00000
-0.41860  1.64712  1.00000
 0.17920  0.18299  4.00000
-0.39666  1.68860  2.00000
-0.22070  1.10833  2.00000
-0.39558  1.60929  2.00000
-0.01962  0.14051  4.00000
 0.00000  0.00000  0.00000
-0.21632  0.65176  3.00000
-0.26398  0.87892  2.00000
-0.56316  1.61753  1.00000
-0.35509  1.53930  2.00000
-0.35990  1.44224  2.00000
-0.46396  1.29853  1.00000
-0.36083  1.26432  2.00000
-0.12499  1.15424  2.00000
-0.01275  0.54580  3.00000
-0.51222  1.55974  1.00000
-0.43426  1.39993  1.00000
-0.19368  1.15339  2.00000
 0.00000  0.00000  0.00000
-0.57601  1.38498  1.00000
-0.59452  1.74192  1.00000
-0.36624  1.40615  2.00000
-0.18772  0.54220  3.00000
-0.43177  1.47454  1.00000
-0.50038  1.62303  1.00000
-0.34683  1.72936  2.00000
-0.08099  0.40278  4.00000
-0.04108  0.66614  3.00000
-0.29877  1.04743  2.00000
-0.47410  1.62037  1.00000
-0.40282  1.44058  1.00000
-0.48083  1.57757  1.00000
-0.47149  1.46694  1.00000
-0.41468  1.76270  1.00000
-0.50471  1.63099  1.00000
-0.40651  1.53108  1.00000
-0.40041  1.44375  1.00000
-0.57071  1.62608  1.00000
-0.46820  1.50706  1.00000
-0.41078  1.48389  1.00000
-0.32593  0.89537  2.00000
-0.52907  1.64311  1.00000
-0.39453  1.31387  2.00000
-0.50637  1.56568  1.00000
-0.33061  1.50740  2.00000
-0.55354  1.62362  1.00000
-0.46088  1.14560  1.00000
 0.00000  0.00000  0.00000
-0.31994  1.05007  2.00000
-0.32863  1.35736  2.00000
-0.44411  1.69133  1.00000
-0.52366  1.56310  1.00000
-0.43557  1.74592  1.00000
-0.47704  1.71535  1.00000
-0.42339  0.80557  1.00000
-0.45390  1.38223  1.00000
-0.40612  1.73131  1.00000
-0.45269  1.81392  1.00000
-0.52402  1.42216  1.00000
-0.50833  1.78750  1.00000
-0.70816  1.75153  1.00000
-0.43238  1.48551  1.00000
-0.46681  1.79782  1.00000
-0.36320  1.42881  2.00000
-0.26523  1.14903  2.00000
-0.40166  1.09255  1.00000
-0.45629  1.81914  1.00000
-0.54781  1.41784  1.00000
-0.42884  1.54758  1.00000
-0.34310  1.11730  2.00000
-0.41272  1.45629  1.00000
-0.51283  1.47551  1.00000
-0.40883  1.54911  1.00000
-0.51674  1.01502  1.00000
-0.58243  1.74563  1.00000
-0.43509  1.58856  1.00000
-0.48457  1.56348  1.00000
-0.35295  0.93541  2.00000
-0.43289  1.06763  1.00000
-0.01822  1.08250  2.00000
-0.44316  1.77085  1.00000
-0.47337  1.69853  1.00000
-0.64919  1.77666  1.00000
-0.15986  1.04379  2.00000
-0.63242  1.59677  1.00000
-0.48251  1.88499  1.00000
-0.25929  0.66969  3.00000
-0.58604  1.61021  1.00000
-0.76999  1.56996  1.00000
-0.48224  1.65430  1.00000
-0.41912  1.42836  1.00000
-0.67357  1.66107  1.00000
-0.20577  1.35702  2.00000
-0.35252  1.41597  2.00000
-0.49100  1.53331  1.00000
-0.45617  1.75244  1.00000
-0.66229  1.78427  1.00000
-0.42026  1.55422  1.00000
-0.62742  1.72073  1.00000
-0.01879  0.86853  2.00000
-0.50749  1.55891  1.00000
-0.45943  1.00604  1.00000
-0.46478  1.62758  1.00000
-0.53736  1.75439  1.00000
-0.45008  1.51251  1.00000
-0.34549  1.18563  2.00000
-0.40658  1.57688  1.00000
-0.30692  1.66307  2.00000
-0.37624  1.63017  2.00000
-0.37538  1.00415  2.00000
-0.37221  1.38819  2.00000
-0.53594  1.66215  1.00000
 0.00000  0.00000  0.00000
-0.41574  1.45632  1.00000
-0.37179  1.54803  2.00000
-0.85025  1.97314  1.00000
-0.51994  1.70784  1.00000
-0.34376  1.40274  2.00000
-0.46990  1.44218  1.00000
-0.53374  1.86259  1.00000
-0.07641 -0.25571  4.00000
 0.00000  0.00000  0.00000
-0.35399  1.34469  2.00000
-0.92350  1.92781  1.00000
-0.54568  1.93246  1.00000
-0.77658  1.55879  1.00000
-0.39605  1.54998  2.00000
-0.50351  1.60826  1.00000
-0.45976  1.49788  1.00000
-0.37256  1.47334  2.00000
-0.50172  1.65064  1.00000
-0.18836  0.06558  4.00000
-0.26406  0.80969  2.00000
-0.41138  1.53196  1.00000
-0.17221  0.03141  4.00000
-0.00496  0.03941  4.00000
-0.27125  1.28941  2.00000
-0.39667  1.63660  2.00000
 0.00000  0.00000  0.00000
 0.00000  0.00000  0.00000
-0.45416  1.57993  1.00000
-0.41543  1.65784  1.00000
-0.43797  1.33310  1.00000
-0.42532  1.48016  1.00000
-0.43184  1.39569  1.00000
-0.27275  1.11939  2.00000
-0.65468  1.59441  1.00000
-0.43195  1.52416  1.00000
-0.33373  0.75136  3.00000
-0.21612  0.93762  2.00000
-0.42952  1.05392  1.00000
-0.91536  1.83338  1.00000
-0.23277  0.69285  3.00000
-0.51851  1.82468  1.00000
-0.46802  1.35207  1.00000
-0.17140  1.36560  2.00000
 0.00000  0.00000  0.00000
 0.00000  0.00000  0.00000
-0.16052 -0.12148  4.00000
 0.22973  0.07954  4.00000
-0.64503  1.93451  1.00000
-0.24552  0.34361  4.00000
-0.46572  1.44287  1.00000
 0.07534 -0.02872  4.00000
-0.24317  1.17029  2.00000
-0.72626  1.66651  1.00000
 0.04117  0.81717  2.00000
